transaction_id,customer_id,product_id,store_id,employee_id,quantity,purchase_date,_rescued_data
10113,547,123,1,59,2,2025-05-26,
10114,747,254,3,9,2,2025-05-21,
10115,251,198,16,81,2,2025-06-03,
10116,168,58,4,103,4,2025-05-24,
10117,474,124,12,69,2,2025-05-28,
10118,389,256,16,17,5,2025-06-07,
10119,277,327,15,55,2,2025-05-22,
10120,948,305,28,146,3,2025-05-27,
10121,656,37,6,184,3,2025-06-11,
10122,705,271,10,81,5,2025-06-14,
10123,571,456,25,55,4,2025-06-08,
10124,225,7,12,168,2,2025-05-20,
10125,702,185,20,128,3,2025-05-30,
10126,333,479,19,102,4,2025-06-13,
10127,864,163,5,165,1,2025-05-25,
10128,787,68,17,118,3,2025-05-22,
10129,795,199,4,37,4,2025-06-02,
10130,58,441,13,68,4,2025-06-07,
10131,235,430,27,36,2,2025-05-27,
10132,842,292,23,64,4,2025-06-07,
10133,33,216,26,191,4,2025-05-25,
10134,825,188,4,144,4,2025-05-30,
10135,324,280,11,138,5,2025-06-14,
10136,411,350,18,68,5,2025-06-15,
10137,275,89,21,192,4,2025-05-28,
10138,68,391,3,150,2,2025-06-07,
10139,217,242,26,110,4,2025-05-30,
10140,936,489,10,150,1,2025-06-03,
10141,966,395,18,103,4,2025-05-23,
10142,581,38,15,93,4,2025-06-13,
10143,898,9,13,57,1,2025-06-15,
10144,736,301,19,36,3,2025-05-25,
10145,323,35,14,131,5,2025-05-26,
10146,218,8,8,127,5,2025-06-02,
10147,672,135,20,24,2,2025-06-13,
10148,512,111,8,194,5,2025-06-11,
10149,406,21,18,13,2,2025-06-17,
10150,906,473,6,29,3,2025-06-17,
10151,937,31,16,40,4,2025-05-29,
10152,659,486,13,161,4,2025-05-31,
10153,470,405,3,41,3,2025-05-28,
10154,147,204,11,175,4,2025-06-02,
10155,272,260,7,109,3,2025-05-26,
10156,143,147,27,153,4,2025-06-15,
10157,253,322,23,17,5,2025-06-16,
10158,763,365,19,99,5,2025-06-18,
10159,575,257,14,98,4,2025-06-18,
10160,552,393,26,153,1,2025-05-26,
10161,270,213,14,120,3,2025-06-08,
10162,765,217,19,136,2,2025-05-28,
10163,599,360,26,65,4,2025-06-10,
10164,439,206,11,142,2,2025-05-20,
10165,920,43,18,3,2,2025-06-13,
10166,598,328,23,175,2,2025-06-11,
10167,409,275,8,185,1,2025-06-14,
10168,371,276,6,30,1,2025-06-15,
10169,225,316,22,175,5,2025-05-21,
10170,142,79,22,138,3,2025-06-07,
10171,522,143,3,193,4,2025-06-17,
10172,506,43,24,69,4,2025-06-04,
10173,94,159,30,197,4,2025-06-10,
10174,774,41,23,165,4,2025-06-14,
10175,49,262,19,88,3,2025-05-23,
10176,882,472,27,29,4,2025-06-10,
10177,113,105,16,76,4,2025-06-03,
10178,157,499,4,112,3,2025-05-23,
10179,643,414,19,41,5,2025-05-31,
10180,164,80,20,117,1,2025-05-26,
10181,812,275,15,1,4,2025-06-15,
10182,697,168,11,185,1,2025-05-28,
10183,433,201,18,185,1,2025-06-12,
10184,611,301,4,68,4,2025-06-12,
10185,66,325,27,129,5,2025-06-11,
10186,395,391,15,196,2,2025-06-09,
10187,391,428,6,46,2,2025-05-26,
10188,611,333,10,130,4,2025-05-27,
10189,480,349,13,28,3,2025-05-26,
10190,542,330,3,161,3,2025-05-28,
10191,258,34,20,77,5,2025-05-25,
10192,995,159,4,164,4,2025-06-15,
10193,567,358,22,130,3,2025-05-27,
10194,882,224,27,156,1,2025-06-03,
10195,966,374,20,51,4,2025-06-01,
10196,12,489,25,40,4,2025-06-02,
10197,697,434,27,96,2,2025-06-10,
10198,739,123,13,196,2,2025-06-11,
10199,118,30,11,42,4,2025-05-23,
10200,699,126,16,139,1,2025-06-14,
10201,907,45,21,200,3,2025-06-17,
10202,550,474,22,136,1,2025-06-15,
10203,769,223,2,1,2,2025-05-25,
10204,274,60,3,154,3,2025-05-31,
10205,788,233,7,83,5,2025-05-27,
10206,657,314,27,126,4,2025-05-30,
10207,349,312,5,5,2,2025-06-05,
10208,115,29,29,29,3,2025-05-21,
10209,301,159,19,93,2,2025-05-31,
10210,446,342,29,79,5,2025-05-24,
10211,162,380,25,62,5,2025-06-07,
10212,465,337,21,15,2,2025-05-23,
10213,4,380,26,62,1,2025-05-28,
10214,977,90,1,146,1,2025-05-21,
10215,740,62,25,21,1,2025-06-03,
10216,897,7,5,22,4,2025-06-06,
10217,737,363,22,188,4,2025-05-23,
10218,270,71,5,125,5,2025-05-31,
10219,996,360,15,18,1,2025-06-08,
10220,513,6,18,195,5,2025-05-25,
10221,781,84,10,137,2,2025-06-14,
10222,183,255,13,197,4,2025-06-11,
10223,520,488,20,33,2,2025-06-09,
10224,935,178,19,33,4,2025-05-30,
10225,109,268,15,169,3,2025-06-03,
10226,892,265,7,122,3,2025-06-10,
10227,641,401,7,141,5,2025-05-30,
10228,306,422,22,43,5,2025-06-18,
10229,862,370,29,68,4,2025-05-25,
10230,655,133,11,136,5,2025-05-28,
10231,520,86,10,156,3,2025-06-02,
10232,624,191,19,109,4,2025-05-28,
10233,204,65,26,55,1,2025-06-07,
10234,157,384,30,139,1,2025-06-11,
10235,383,400,22,194,5,2025-05-20,
10236,781,448,10,187,3,2025-05-26,
10237,166,138,30,177,2,2025-06-13,
10238,553,376,30,52,3,2025-05-27,
10239,977,454,14,183,2,2025-05-30,
10240,798,61,23,80,4,2025-05-27,
10241,945,395,30,103,3,2025-05-31,
10242,544,461,12,172,1,2025-06-08,
10243,941,16,3,167,2,2025-06-11,
10244,1,172,19,96,4,2025-05-29,
10245,614,414,1,113,1,2025-06-07,
10246,332,220,20,133,1,2025-06-13,
10247,501,140,17,116,1,2025-06-05,
10248,20,269,13,31,4,2025-06-02,
10249,115,33,28,64,5,2025-06-03,
10250,952,135,5,58,4,2025-06-09,
10251,372,365,28,17,3,2025-05-27,
10252,900,500,10,87,4,2025-06-13,
10253,852,296,2,6,2,2025-06-04,
10254,827,322,12,151,2,2025-05-31,
10255,315,40,29,142,3,2025-06-01,
10256,246,255,18,59,2,2025-05-30,
10257,60,234,2,151,2,2025-06-18,
10258,247,262,1,57,2,2025-06-15,
10259,900,185,23,2,4,2025-06-14,
10260,581,29,18,19,2,2025-06-08,
10261,970,256,27,182,5,2025-06-12,
10262,81,440,12,162,1,2025-06-12,
10263,88,291,4,16,4,2025-06-09,
10264,750,86,28,59,5,2025-06-01,
10265,498,189,10,18,2,2025-06-14,
10266,836,81,28,9,2,2025-06-14,
10267,71,131,1,85,2,2025-06-01,
10268,779,396,8,19,1,2025-06-06,
10269,546,53,14,132,2,2025-06-03,
10270,785,458,23,61,2,2025-05-30,
10271,129,294,19,72,3,2025-06-06,
10272,132,346,13,172,4,2025-06-01,
10273,676,371,21,125,4,2025-06-13,
10274,487,60,11,55,5,2025-06-08,
10275,970,117,23,139,1,2025-06-06,
10276,563,380,13,34,2,2025-06-14,
10277,170,261,13,186,1,2025-05-26,
10278,272,2,13,147,3,2025-05-25,
10279,541,23,14,148,1,2025-06-17,
10280,894,440,18,122,4,2025-05-25,
10281,622,442,7,63,1,2025-06-07,
10282,434,7,22,122,3,2025-06-17,
10283,988,126,6,105,1,2025-06-09,
10284,217,24,16,49,3,2025-05-22,
10285,952,242,5,25,1,2025-06-04,
10286,553,187,7,25,5,2025-06-06,
10287,774,197,18,169,2,2025-05-20,
10288,748,472,13,111,4,2025-06-14,
10289,707,77,27,91,4,2025-06-08,
10290,206,92,30,109,1,2025-06-17,
10291,731,477,12,106,1,2025-06-14,
10292,320,492,27,120,1,2025-05-29,
10293,409,440,14,187,3,2025-05-20,
10294,688,19,5,14,1,2025-05-28,
10295,666,284,10,173,5,2025-06-16,
10296,383,412,28,168,1,2025-06-03,
10297,449,468,22,166,1,2025-05-27,
10298,922,366,5,26,2,2025-05-20,
10299,530,380,5,16,5,2025-05-26,
10300,463,336,1,104,1,2025-05-24,
10301,124,215,3,187,4,2025-05-26,
10302,254,115,21,87,5,2025-06-01,
10303,231,165,1,28,5,2025-06-12,
10304,66,128,5,64,3,2025-06-16,
10305,347,214,24,50,4,2025-05-28,
10306,22,469,29,49,4,2025-06-04,
10307,603,369,16,138,3,2025-06-04,
10308,568,164,22,115,5,2025-05-23,
10309,236,139,14,36,4,2025-05-22,
10310,603,423,5,109,3,2025-05-23,
10311,226,40,3,47,3,2025-05-25,
10312,8,293,5,72,3,2025-06-02,
10313,73,191,21,119,3,2025-06-18,
10314,725,62,26,64,2,2025-06-01,
10315,647,258,14,20,3,2025-06-01,
10316,61,345,28,114,4,2025-05-30,
10317,235,462,15,141,4,2025-06-10,
10318,70,27,29,26,5,2025-06-15,
10319,928,92,26,13,1,2025-06-16,
10320,33,115,23,167,3,2025-05-26,
10321,881,412,20,139,3,2025-05-25,
10322,339,265,30,4,1,2025-06-14,
10323,73,24,14,24,1,2025-05-28,
10324,527,489,20,193,4,2025-05-30,
10325,244,206,6,61,4,2025-06-18,
10326,286,36,15,43,2,2025-05-30,
10327,686,450,17,105,1,2025-06-16,
10328,498,239,14,125,5,2025-05-29,
10329,220,444,18,124,1,2025-05-22,
10330,553,145,27,55,5,2025-06-17,
10331,136,397,15,103,3,2025-06-10,
10332,741,433,13,16,2,2025-06-03,
10333,958,160,12,43,3,2025-05-20,
10334,904,168,8,98,4,2025-05-30,
10335,585,45,6,1,5,2025-05-23,
10336,591,284,14,100,4,2025-05-25,
10337,485,234,20,68,5,2025-06-13,
10338,249,5,1,117,4,2025-06-09,
10339,804,189,19,74,2,2025-06-02,
10340,485,103,16,109,1,2025-05-20,
10341,827,150,28,179,3,2025-05-26,
10342,417,289,24,188,1,2025-05-25,
10343,195,402,8,143,3,2025-06-05,
10344,97,156,23,170,1,2025-06-05,
10345,100,379,17,184,3,2025-06-13,
10346,675,319,9,125,4,2025-05-25,
10347,442,125,14,40,2,2025-06-12,
10348,363,238,30,49,5,2025-05-31,
10349,434,189,18,76,4,2025-06-01,
10350,421,303,19,56,4,2025-06-16,
10351,479,498,12,15,5,2025-05-27,
10352,885,253,2,149,1,2025-05-28,
10353,747,396,2,189,3,2025-05-29,
10354,56,398,19,139,4,2025-06-18,
10355,690,101,16,16,4,2025-06-07,
10356,670,376,23,192,1,2025-06-13,
10357,662,462,12,81,4,2025-05-30,
10358,101,280,4,15,3,2025-05-23,
10359,63,390,19,13,5,2025-06-09,
10360,413,408,16,150,2,2025-06-12,
10361,746,126,23,123,2,2025-06-08,
10362,348,78,3,129,5,2025-06-18,
10363,820,4,5,136,5,2025-05-22,
10364,883,478,24,41,5,2025-06-06,
10365,112,210,24,15,1,2025-06-13,
10366,255,13,17,131,2,2025-06-08,
10367,197,120,28,21,4,2025-06-15,
10368,195,278,25,48,1,2025-06-11,
10369,550,178,25,18,3,2025-06-01,
10370,460,326,9,153,5,2025-06-04,
10371,144,430,15,18,4,2025-05-28,
10372,433,356,17,173,2,2025-06-17,
10373,188,450,3,61,4,2025-06-03,
10374,286,5,17,104,1,2025-05-25,
10375,474,487,29,31,4,2025-05-28,
10376,256,172,20,146,5,2025-05-21,
10377,896,1,3,64,2,2025-05-20,
10378,946,389,8,149,2,2025-06-17,
10379,78,337,16,153,2,2025-06-17,
10380,454,193,21,11,2,2025-06-06,
10381,828,435,24,159,1,2025-06-18,
10382,883,378,22,21,1,2025-05-22,
10383,877,373,22,108,4,2025-05-25,
10384,564,158,3,169,1,2025-06-08,
10385,101,54,22,150,2,2025-05-31,
10386,52,106,21,145,3,2025-06-02,
10387,668,272,18,134,4,2025-06-01,
10388,554,122,26,81,3,2025-06-05,
10389,857,215,19,67,2,2025-06-02,
10390,16,252,10,53,3,2025-05-26,
10391,993,493,20,172,4,2025-05-21,
10392,96,31,2,184,1,2025-05-31,
10393,949,498,29,81,2,2025-05-25,
10394,772,73,11,62,5,2025-05-24,
10395,870,365,18,68,4,2025-06-18,
10396,243,144,25,102,1,2025-05-31,
10397,171,48,1,34,3,2025-06-05,
10398,417,23,16,172,2,2025-06-04,
10399,498,472,15,166,5,2025-06-09,
10400,493,119,17,77,5,2025-06-02,
10401,219,460,29,118,1,2025-06-04,
10402,886,433,16,81,3,2025-06-02,
10403,411,267,19,193,4,2025-05-28,
10404,925,212,24,19,4,2025-05-26,
10405,61,359,11,3,5,2025-05-22,
10406,169,459,14,118,4,2025-05-26,
10407,389,191,12,160,2,2025-06-16,
10408,3,235,26,145,2,2025-05-26,
10409,400,499,10,26,3,2025-06-06,
10410,272,383,10,19,1,2025-06-08,
10411,949,44,6,138,3,2025-06-14,
10412,803,298,2,55,1,2025-05-30,
10413,804,49,23,130,1,2025-05-20,
10414,466,259,30,68,1,2025-06-09,
10415,293,69,20,34,3,2025-05-23,
10416,434,327,24,90,5,2025-06-18,
10417,714,420,10,18,2,2025-05-25,
10418,981,202,24,63,1,2025-05-29,
10419,749,39,26,95,5,2025-05-29,
10420,803,304,19,73,3,2025-06-03,
10421,570,291,9,41,2,2025-06-10,
10422,678,32,2,113,3,2025-05-22,
10423,736,223,21,140,4,2025-05-25,
10424,499,340,16,181,5,2025-05-25,
10425,159,494,19,78,1,2025-06-11,
10426,195,67,6,157,3,2025-06-08,
10427,304,122,19,168,1,2025-06-13,
10428,223,150,2,136,5,2025-06-10,
10429,992,134,22,3,5,2025-06-01,
10430,60,436,10,171,2,2025-06-01,
10431,594,162,26,142,4,2025-06-14,
10432,754,475,24,77,4,2025-05-29,
10433,556,411,20,170,3,2025-06-17,
10434,63,202,1,27,3,2025-06-13,
10435,766,359,10,35,2,2025-06-13,
10436,322,426,16,68,5,2025-05-21,
10437,59,377,3,30,5,2025-06-04,
10438,52,168,5,28,5,2025-05-26,
10439,599,163,17,191,2,2025-05-29,
10440,489,232,3,142,1,2025-06-11,
10441,515,140,28,40,4,2025-06-18,
10442,942,120,26,70,1,2025-06-11,
10443,874,39,9,73,5,2025-05-21,
10444,544,484,9,155,4,2025-06-08,
10445,162,104,5,54,3,2025-05-24,
10446,59,70,20,184,2,2025-06-15,
10447,984,400,9,88,3,2025-05-31,
10448,521,395,9,53,2,2025-06-18,
10449,83,300,28,176,4,2025-06-17,
10450,872,56,9,163,4,2025-06-17,
10451,191,80,1,68,2,2025-05-26,
10452,71,55,24,130,5,2025-06-04,
10453,610,85,4,126,3,2025-06-12,
10454,70,231,20,65,2,2025-05-27,
10455,692,239,6,14,1,2025-05-27,
10456,883,161,30,24,5,2025-06-13,
10457,241,209,19,163,3,2025-06-07,
10458,414,62,24,109,3,2025-06-18,
10459,123,275,5,71,5,2025-06-01,
10460,965,184,22,12,1,2025-06-01,
10461,912,494,15,1,3,2025-05-24,
10462,584,395,12,86,5,2025-06-10,
10463,253,107,26,198,4,2025-05-25,
10464,593,232,6,34,2,2025-06-08,
10465,609,158,9,164,4,2025-06-06,
10466,41,238,26,68,3,2025-06-01,
10467,635,136,23,42,4,2025-05-22,
10468,84,437,8,190,1,2025-06-03,
10469,430,62,16,114,3,2025-05-25,
10470,674,47,6,142,2,2025-06-16,
10471,598,81,26,181,2,2025-05-28,
10472,579,414,17,110,2,2025-06-18,
10473,536,352,28,144,1,2025-05-22,
10474,324,156,2,3,2,2025-06-13,
10475,958,424,11,29,4,2025-06-15,
10476,268,361,3,20,4,2025-05-24,
10477,210,357,5,177,3,2025-06-18,
10478,686,309,20,39,2,2025-06-14,
10479,734,21,30,140,1,2025-05-20,
10480,322,111,27,10,5,2025-06-15,
10481,245,428,5,95,4,2025-05-21,
10482,272,439,27,150,3,2025-06-14,
10483,406,168,16,142,4,2025-05-23,
10484,135,76,25,38,4,2025-05-31,
10485,688,47,14,111,3,2025-06-10,
10486,661,365,25,33,4,2025-05-22,
10487,308,128,13,11,4,2025-05-28,
10488,469,496,8,79,1,2025-06-08,
10489,324,183,22,94,5,2025-05-21,
10490,952,203,15,11,3,2025-05-26,
10491,770,263,24,92,3,2025-06-01,
10492,959,26,21,54,2,2025-05-28,
10493,75,347,6,175,5,2025-05-23,
10494,10,154,7,64,4,2025-06-02,
10495,470,134,19,171,1,2025-06-16,
10496,637,420,24,27,2,2025-05-27,
10497,577,90,27,91,3,2025-06-11,
10498,103,16,12,200,5,2025-05-24,
10499,76,488,2,144,1,2025-05-30,
10500,551,208,21,105,3,2025-05-21,
10501,219,438,9,159,4,2025-05-29,
10502,519,232,25,192,2,2025-06-03,
10503,272,285,27,40,5,2025-05-30,
10504,136,384,4,61,2,2025-05-20,
10505,956,282,2,42,4,2025-06-05,
10506,358,128,6,46,4,2025-06-03,
10507,903,49,15,106,3,2025-05-23,
10508,71,237,13,7,2,2025-05-24,
10509,901,53,16,46,2,2025-05-31,
10510,251,412,10,189,2,2025-06-13,
10511,379,407,16,86,2,2025-06-01,
10512,292,72,24,106,1,2025-06-04,
10513,162,63,25,172,3,2025-06-15,
10514,449,7,30,189,5,2025-05-25,
10515,854,32,18,64,1,2025-06-18,
10516,557,426,8,69,2,2025-06-13,
10517,721,400,13,41,4,2025-06-17,
10518,310,114,22,180,4,2025-05-27,
10519,627,67,23,28,2,2025-06-04,
10520,827,102,13,98,1,2025-06-15,
10521,670,422,16,10,1,2025-06-09,
10522,542,206,9,121,3,2025-06-14,
10523,9,191,5,57,4,2025-06-18,
10524,684,352,17,52,2,2025-06-05,
10525,837,323,28,118,1,2025-06-09,
10526,568,481,14,90,1,2025-05-21,
10527,307,331,1,79,5,2025-05-26,
10528,955,44,10,59,3,2025-05-31,
10529,680,299,30,58,5,2025-05-29,
10530,107,301,26,7,4,2025-05-30,
10531,962,133,15,169,2,2025-05-31,
10532,900,470,13,50,4,2025-06-01,
10533,138,417,22,103,2,2025-05-23,
10534,271,39,11,85,1,2025-06-04,
10535,119,12,17,72,1,2025-06-18,
10536,912,34,22,18,2,2025-05-21,
10537,110,102,2,198,4,2025-06-08,
10538,761,463,4,72,4,2025-05-26,
10539,567,331,30,90,3,2025-06-17,
10540,160,228,18,165,5,2025-05-22,
10541,279,415,21,131,2,2025-05-24,
10542,289,66,12,103,4,2025-05-20,
10543,620,48,28,174,1,2025-06-05,
10544,216,464,14,138,4,2025-06-03,
10545,735,434,20,85,4,2025-06-05,
10546,352,425,30,8,3,2025-06-03,
10547,209,415,21,30,4,2025-06-08,
10548,704,170,28,67,3,2025-06-14,
10549,650,63,9,46,1,2025-05-28,
10550,874,22,11,149,1,2025-06-15,
10551,271,483,9,68,1,2025-06-07,
10552,518,237,9,10,1,2025-06-14,
10553,501,26,26,28,1,2025-05-21,
10554,258,87,4,153,4,2025-05-20,
10555,928,474,9,112,5,2025-05-26,
10556,930,294,21,89,2,2025-05-23,
10557,867,222,19,187,1,2025-06-17,
10558,53,421,13,81,5,2025-06-06,
10559,95,371,15,112,5,2025-05-31,
10560,650,203,25,156,5,2025-06-15,
10561,434,255,22,131,4,2025-06-01,
10562,850,16,24,30,3,2025-06-18,
10563,284,196,8,99,1,2025-06-18,
10564,46,350,24,148,5,2025-06-14,
10565,4,219,22,49,2,2025-05-31,
10566,342,89,19,66,4,2025-06-10,
10567,790,182,25,12,4,2025-05-27,
10568,134,110,7,182,4,2025-06-02,
10569,653,466,17,112,3,2025-05-31,
10570,269,96,11,1,5,2025-06-12,
10571,166,141,22,134,2,2025-06-01,
10572,760,144,23,138,1,2025-06-18,
10573,453,229,6,176,3,2025-05-29,
10574,565,453,11,185,1,2025-06-02,
10575,723,77,18,190,5,2025-05-20,
10576,438,18,1,189,2,2025-06-12,
10577,575,315,22,172,4,2025-06-08,
10578,10,318,1,51,1,2025-06-05,
10579,115,316,27,94,4,2025-06-13,
10580,78,126,3,111,5,2025-06-09,
10581,968,332,1,18,5,2025-06-15,
10582,905,152,14,171,5,2025-06-15,
10583,708,256,4,85,4,2025-06-02,
10584,926,211,17,160,1,2025-05-27,
10585,153,452,4,81,5,2025-05-24,
10586,559,282,22,170,5,2025-06-05,
10587,37,246,15,32,5,2025-06-05,
10588,855,32,12,185,1,2025-05-23,
10589,379,45,8,77,2,2025-06-17,
10590,597,144,24,130,1,2025-06-15,
10591,566,197,10,80,2,2025-06-03,
10592,152,71,9,171,5,2025-06-16,
10593,441,215,7,105,2,2025-05-28,
10594,131,103,2,84,1,2025-05-31,
10595,43,330,1,104,5,2025-06-10,
10596,316,453,20,179,4,2025-05-24,
10597,374,409,3,76,3,2025-05-27,
10598,921,270,2,142,1,2025-05-28,
10599,956,128,20,33,1,2025-06-12,
10600,816,323,22,50,2,2025-05-29,
10601,996,411,29,108,5,2025-05-29,
10602,882,279,27,171,2,2025-06-12,
10603,41,407,7,98,2,2025-06-11,
10604,921,10,20,174,1,2025-06-04,
10605,367,196,21,192,5,2025-05-25,
10606,216,401,4,45,3,2025-06-01,
10607,699,366,23,158,1,2025-06-03,
10608,256,184,4,146,1,2025-06-16,
10609,683,246,3,78,1,2025-06-11,
10610,106,279,28,104,5,2025-05-31,
10611,363,401,20,141,3,2025-06-15,
10612,799,249,5,1,3,2025-05-25,
10613,574,177,13,78,5,2025-06-06,
10614,906,468,22,74,2,2025-06-02,
10615,896,290,25,54,4,2025-06-12,
10616,417,258,29,111,1,2025-05-23,
10617,998,165,21,149,2,2025-06-15,
10618,636,199,19,156,3,2025-05-23,
10619,768,139,26,168,1,2025-05-30,
10620,159,93,6,83,5,2025-06-18,
10621,948,14,29,120,3,2025-05-20,
10622,953,164,4,114,5,2025-06-11,
10623,243,306,23,114,4,2025-05-27,
10624,886,113,6,173,2,2025-06-03,
10625,167,16,9,55,5,2025-05-27,
10626,1000,459,10,131,4,2025-05-23,
10627,820,416,15,122,3,2025-05-28,
10628,831,399,22,189,5,2025-05-31,
10629,182,144,30,44,3,2025-05-27,
10630,903,30,3,169,5,2025-06-01,
10631,423,415,21,22,5,2025-05-24,
10632,26,242,15,73,5,2025-06-13,
10633,184,272,30,132,2,2025-06-11,
10634,755,184,9,170,1,2025-06-11,
10635,947,393,25,163,1,2025-05-29,
10636,341,300,14,159,2,2025-05-24,
10637,802,120,23,86,1,2025-05-21,
10638,954,499,29,24,2,2025-06-04,
10639,422,82,22,193,2,2025-05-25,
10640,822,52,25,61,3,2025-05-23,
10641,686,127,25,173,2,2025-05-26,
10642,885,337,11,80,2,2025-06-14,
10643,753,124,9,58,5,2025-06-02,
10644,831,137,6,51,5,2025-06-03,
10645,255,274,25,38,2,2025-06-05,
10646,274,418,3,7,5,2025-05-28,
10647,164,406,9,12,3,2025-06-10,
10648,807,470,25,63,3,2025-06-08,
10649,719,378,2,122,2,2025-05-24,
10650,111,29,13,157,5,2025-05-30,
10651,392,392,13,197,4,2025-05-25,
10652,894,486,11,19,1,2025-06-15,
10653,40,113,2,117,5,2025-06-14,
10654,880,295,9,107,3,2025-06-10,
10655,482,434,27,162,3,2025-05-30,
10656,228,409,9,148,4,2025-06-09,
10657,205,199,6,50,2,2025-06-16,
10658,837,182,15,184,4,2025-05-28,
10659,941,479,3,179,4,2025-05-28,
10660,472,430,16,99,1,2025-06-05,
10661,359,433,30,127,3,2025-05-21,
10662,313,89,7,103,4,2025-06-15,
