transaction_id,customer_id,product_id,store_id,quantity,transaction_date,total_price
114,826,5,2,3,2025-01-25 01:51:41.695409,94.89
115,502,191,20,4,2025-01-26 01:51:41.695415,357.68
116,572,29,11,3,2025-02-12 01:51:41.695420,110.49
117,600,48,5,2,2025-03-02 01:51:41.695426,26.36
118,27,16,6,3,2025-04-27 01:51:41.695431,36.99
119,68,153,3,3,2025-03-16 01:51:41.695436,289.32
120,790,72,1,2,2025-02-04 01:51:41.695442,76.16
121,408,29,3,1,2025-02-14 01:51:41.695447,36.83
122,552,180,3,1,2025-01-20 01:51:41.695453,98.09
123,109,46,4,2,2025-03-23 01:51:41.695458,116.28
124,74,153,7,1,2024-07-28 01:51:41.695464,96.44
125,578,23,15,4,2024-08-28 01:51:41.695469,32.12
126,680,162,11,1,2025-02-10 01:51:41.695475,28.3
127,262,195,18,2,2025-04-09 01:51:41.695481,103.06
128,368,94,12,4,2025-01-05 01:51:41.695486,196.28
129,786,114,4,3,2024-12-15 01:51:41.695492,295.26
130,849,34,11,2,2025-03-11 01:51:41.695498,123.28
131,870,160,6,2,2025-05-06 01:51:41.695504,26.72
132,237,117,19,1,2025-01-03 01:51:41.695509,39.56
133,727,29,18,4,2024-12-27 01:51:41.695515,147.32
134,366,9,15,2,2024-11-25 01:51:41.695521,2.3
135,286,194,3,4,2024-08-19 01:51:41.695526,181.52
136,378,185,17,4,2024-11-26 01:51:41.695532,382.6
137,661,39,1,1,2025-03-03 01:51:41.695537,7.58
138,830,135,2,2,2025-01-07 01:51:41.695543,70.76
139,906,110,19,4,2025-06-08 01:51:41.695549,128.32
140,376,69,9,4,2024-11-30 01:51:41.695554,242.04
141,619,136,8,3,2024-11-08 01:51:41.695560,175.41
142,653,96,12,1,2025-06-18 01:51:41.695565,51.04
143,76,119,15,2,2025-03-22 01:51:41.695570,69.4
144,9,118,7,4,2025-06-07 01:51:41.695576,156.68
145,196,18,16,1,2024-07-02 01:51:41.695581,46.17
146,807,102,7,2,2025-06-20 01:51:41.695587,33.68
147,792,110,20,4,2024-10-01 01:51:41.695593,128.32
148,893,82,12,2,2024-09-23 01:51:41.695598,69.44
149,630,177,17,2,2025-03-29 01:51:41.695604,99.48
150,290,105,11,1,2024-12-12 01:51:41.695617,46.39
151,999,16,4,1,2025-06-10 01:51:41.695623,12.33
152,61,21,19,3,2024-07-26 01:51:41.695629,127.44
153,937,138,2,3,2024-12-02 01:51:41.695634,134.88
154,389,106,2,3,2025-02-11 01:51:41.695640,88.92
155,847,132,17,4,2024-09-11 01:51:41.695645,111.0
156,818,44,9,3,2024-09-06 01:51:41.695651,90.63
157,900,123,1,2,2025-03-22 01:51:41.695657,109.26
158,563,136,10,1,2024-08-31 01:51:41.695662,58.47
159,564,111,15,2,2024-07-07 01:51:41.695668,177.9
160,634,117,15,1,2025-06-03 01:51:41.695674,39.56
161,679,126,2,1,2025-05-21 01:51:41.695679,44.6
162,8,183,14,2,2024-07-11 01:51:41.695685,153.38
163,369,19,4,2,2024-09-01 01:51:41.695694,75.08
164,45,64,18,4,2025-02-05 01:51:41.695700,367.0
165,344,40,9,1,2024-10-18 01:51:41.695706,53.86
166,757,51,2,3,2024-11-16 01:51:41.695712,219.57
167,796,137,2,4,2024-11-07 01:51:41.695717,59.12
168,375,158,18,3,2024-07-05 01:51:41.695723,41.79
169,619,56,17,4,2025-06-18 01:51:41.695729,270.48
170,27,81,9,1,2024-12-03 01:51:41.695734,64.05
171,193,172,8,2,2024-11-14 01:51:41.695740,58.58
172,930,187,2,2,2025-03-23 01:51:41.695745,23.64
173,849,143,2,1,2025-05-31 01:51:41.695751,88.15
174,357,196,5,2,2025-06-15 01:51:41.695757,126.06
175,62,70,12,1,2025-02-14 01:51:41.695763,70.85
176,62,128,16,1,2024-08-06 01:51:41.695769,26.67
177,422,126,14,1,2025-01-16 01:51:41.695774,44.6
178,794,61,20,4,2024-08-25 01:51:41.695780,320.16
179,633,80,2,2,2025-03-23 01:51:41.695786,129.88
180,792,121,8,4,2025-03-14 01:51:41.695791,65.04
181,551,101,4,3,2024-07-23 01:51:41.695796,118.22999999999999
182,380,151,20,1,2025-01-09 01:51:41.695802,54.76
183,277,77,9,2,2024-11-06 01:51:41.695808,70.48
184,606,175,20,3,2025-01-20 01:51:41.695813,117.81
185,431,145,19,1,2024-11-27 01:51:41.695819,57.37
186,115,185,2,3,2024-10-10 01:51:41.695824,286.95000000000005
187,688,126,16,4,2024-10-11 01:51:41.695830,178.4
188,121,182,11,4,2024-09-12 01:51:41.695836,331.68
189,525,180,8,2,2024-09-30 01:51:41.695842,196.18
190,997,22,12,3,2025-06-28 01:51:41.695847,226.11
191,899,83,3,3,2025-06-03 01:51:41.695853,24.299999999999997
192,416,167,13,4,2024-08-09 01:51:41.695858,392.48
193,163,141,2,4,2025-02-02 01:51:41.695864,163.12
194,787,78,13,2,2025-06-03 01:51:41.695870,32.58
195,910,95,8,1,2024-08-25 01:51:41.695875,3.73
196,688,109,15,2,2025-04-27 01:51:41.695881,191.28
197,982,194,9,4,2024-07-10 01:51:41.695899,181.52
198,337,110,11,2,2025-06-10 01:51:41.695906,64.16
199,379,52,3,1,2024-10-22 01:51:41.695911,65.58
200,324,103,7,4,2024-11-08 01:51:41.695918,13.24
201,173,101,14,1,2024-11-16 01:51:41.695924,39.41
202,1000,142,15,2,2025-06-18 01:51:41.695930,198.78
203,787,63,9,1,2024-08-22 01:51:41.695936,85.9
204,64,199,20,4,2025-05-13 01:51:41.695941,192.84
205,101,28,11,4,2025-03-05 01:51:41.695947,272.76
206,322,46,7,1,2025-05-08 01:51:41.695952,58.14
207,975,28,12,2,2025-02-13 01:51:41.695958,136.38
208,66,2,19,2,2025-05-09 01:51:41.695963,181.7
209,843,127,18,2,2025-05-18 01:51:41.695969,61.86
210,557,17,13,2,2024-09-01 01:51:41.695974,78.0
211,599,59,11,3,2025-05-09 01:51:41.695980,237.32999999999998
212,458,180,1,3,2025-04-18 01:51:41.695985,294.27
213,579,132,6,1,2025-05-16 01:51:41.695992,27.75
214,453,77,2,3,2025-06-18 01:51:41.696001,105.72
215,259,131,13,3,2025-01-17 01:51:41.696010,104.69999999999999
216,934,115,13,3,2025-03-21 01:51:41.696019,88.65
217,717,165,19,1,2024-09-24 01:51:41.696029,15.73
218,426,97,9,3,2024-10-16 01:51:41.696037,289.32
219,979,105,19,2,2024-07-29 01:51:41.696043,92.78
220,936,24,1,2,2024-07-10 01:51:41.696049,17.88
221,178,200,8,1,2025-02-13 01:51:41.696054,69.08
222,931,35,14,1,2025-01-19 01:51:41.696060,87.5
223,280,2,16,1,2025-03-12 01:51:41.696065,90.85
224,344,33,4,4,2025-03-21 01:51:41.696074,365.68
225,17,76,18,3,2025-06-14 01:51:41.696083,267.36
226,296,86,14,1,2024-10-06 01:51:41.696092,68.03
227,202,138,9,1,2024-12-31 01:51:41.696101,44.96
228,962,81,15,1,2025-06-07 01:51:41.696109,64.05
229,684,62,3,2,2025-06-02 01:51:41.696114,164.84
230,919,43,4,1,2025-01-11 01:51:41.696120,42.78
231,774,197,18,2,2024-11-15 01:51:41.696125,185.42
232,194,121,14,2,2024-12-25 01:51:41.696131,32.52
233,149,59,15,4,2024-07-20 01:51:41.696136,316.44
234,375,9,8,1,2024-11-13 01:51:41.696143,1.15
235,888,77,10,4,2024-08-14 01:51:41.696150,140.96
236,35,188,12,1,2024-07-26 01:51:41.696168,85.54
237,369,63,9,3,2025-03-04 01:51:41.696176,257.70000000000005
238,29,52,8,1,2025-01-26 01:51:41.696182,65.58
239,775,23,17,1,2024-10-02 01:51:41.696188,8.03
240,221,30,9,1,2025-01-07 01:51:41.696193,59.77
241,53,171,13,1,2025-03-19 01:51:41.696199,38.16
242,933,196,14,1,2025-03-31 01:51:41.696204,63.03
243,791,21,5,1,2024-12-27 01:51:41.696210,42.48
244,353,43,9,4,2024-09-21 01:51:41.696216,171.12
245,392,135,16,3,2025-01-01 01:51:41.696221,106.14000000000001
246,76,16,19,4,2025-01-12 01:51:41.696227,49.32
247,494,23,7,3,2024-12-26 01:51:41.696232,24.089999999999996
248,688,186,12,4,2025-01-07 01:51:41.696238,83.4
249,522,87,2,4,2024-11-21 01:51:41.696244,243.88
250,975,31,18,1,2024-11-10 01:51:41.696249,2.0
251,117,121,18,4,2025-01-20 01:51:41.696255,65.04
252,280,69,16,3,2025-02-17 01:51:41.696260,181.53
253,730,134,11,2,2024-11-19 01:51:41.696266,112.42
254,175,115,2,3,2025-01-29 01:51:41.696272,88.65
255,746,193,14,4,2025-05-29 01:51:41.696277,353.84
256,949,59,4,2,2025-05-07 01:51:41.696283,158.22
257,764,156,7,1,2025-06-24 01:51:41.696289,53.81
258,295,146,2,2,2024-10-30 01:51:41.696294,124.9
259,451,77,14,1,2024-08-22 01:51:41.696302,35.24
260,834,138,7,3,2025-02-25 01:51:41.696311,134.88
261,518,7,9,2,2025-06-19 01:51:41.696321,191.1
262,21,37,8,2,2025-06-15 01:51:41.696326,25.88
263,73,173,9,2,2024-12-05 01:51:41.696332,42.24
264,842,86,7,1,2025-05-19 01:51:41.696338,68.03
265,36,16,19,1,2025-02-16 01:51:41.696346,12.33
266,507,116,17,3,2024-11-15 01:51:41.696355,288.45000000000005
267,899,118,13,3,2025-03-12 01:51:41.696363,117.51
268,233,14,11,4,2024-08-28 01:51:41.696370,243.12
269,728,139,18,1,2025-01-22 01:51:41.696376,63.0
270,982,87,17,3,2024-08-04 01:51:41.696382,182.91
271,497,162,16,2,2024-10-10 01:51:41.696388,56.6
272,206,188,10,2,2024-11-18 01:51:41.696393,171.08
273,426,104,4,2,2024-11-26 01:51:41.696399,151.74
274,941,141,4,3,2025-05-17 01:51:41.696404,122.34
275,44,167,11,2,2024-11-29 01:51:41.696410,196.24
276,91,44,8,2,2025-05-03 01:51:41.696415,60.42
277,929,28,9,1,2025-02-19 01:51:41.696421,68.19
278,828,168,16,1,2025-03-19 01:51:41.696427,48.86
279,470,16,10,3,2024-12-18 01:51:41.696434,36.99
280,605,50,9,1,2025-01-25 01:51:41.696444,34.97
281,467,115,3,4,2025-03-25 01:51:41.696453,118.2
282,851,156,2,3,2024-11-17 01:51:41.696462,161.43
283,454,68,9,4,2024-12-08 01:51:41.696471,151.0
284,595,92,13,4,2025-04-13 01:51:41.696477,276.56
285,333,121,6,3,2025-02-27 01:51:41.696487,48.78
286,507,188,4,1,2024-11-25 01:51:41.696496,85.54
287,794,140,14,1,2025-06-27 01:51:41.696504,49.4
288,470,16,11,3,2025-04-02 01:51:41.696510,36.99
289,21,53,2,4,2025-03-19 01:51:41.696515,338.84
290,228,182,3,3,2025-03-04 01:51:41.696521,248.76
291,376,49,5,3,2025-02-18 01:51:41.696526,168.93
292,130,164,7,2,2024-08-23 01:51:41.696532,188.92
293,687,62,11,2,2025-03-27 01:51:41.696537,164.84
294,620,84,12,4,2024-08-04 01:51:41.696543,166.2
295,414,154,11,1,2025-02-08 01:51:41.696549,91.04
296,795,56,19,2,2024-09-16 01:51:41.696554,135.24
297,71,120,13,2,2025-06-03 01:51:41.696560,109.2
298,404,90,4,4,2024-09-26 01:51:41.696565,395.28
299,562,150,14,3,2024-11-10 01:51:41.696571,144.24
300,607,120,12,2,2025-06-14 01:51:41.696577,109.2
301,791,73,2,1,2025-05-03 01:51:41.696582,17.52
302,397,69,8,4,2025-04-02 01:51:41.696588,242.04
303,337,177,19,2,2024-12-14 01:51:41.696593,99.48
304,644,98,13,4,2024-07-04 01:51:41.696599,156.16
305,505,2,1,2,2025-06-05 01:51:41.696604,181.7
306,910,53,5,2,2025-06-06 01:51:41.696610,169.42
307,276,119,11,4,2024-09-03 01:51:41.696615,138.8
308,892,7,11,1,2024-07-27 01:51:41.696621,95.55
309,13,148,13,1,2024-10-07 01:51:41.696627,40.12
310,3,158,2,3,2025-01-01 01:51:41.696634,41.79
311,986,75,19,2,2024-07-06 01:51:41.696640,30.24
312,986,95,16,3,2025-04-24 01:51:41.696646,11.19
313,978,195,5,4,2024-07-15 01:51:41.696651,206.12
314,224,187,14,3,2024-08-14 01:51:41.696657,35.46
315,974,194,19,4,2025-05-13 01:51:41.696663,181.52
316,175,3,5,1,2025-01-07 01:51:41.696668,71.69
317,899,184,9,4,2025-05-10 01:51:41.696674,231.12
318,385,79,12,4,2025-03-21 01:51:41.696680,14.08
319,602,17,16,3,2024-11-27 01:51:41.696689,117.0
320,920,112,19,2,2024-12-25 01:51:41.696698,121.38
321,241,52,15,3,2025-05-05 01:51:41.696707,196.74
322,547,7,17,1,2025-05-15 01:51:41.696712,95.55
323,14,112,15,1,2025-01-23 01:51:41.696718,60.69
324,195,133,3,1,2025-01-08 01:51:41.696723,96.68
325,397,54,17,2,2024-11-01 01:51:41.696728,139.12
326,431,61,13,3,2024-09-22 01:51:41.696735,240.12
327,306,109,9,4,2024-11-02 01:51:41.696745,382.56
328,334,16,13,4,2025-06-26 01:51:41.696754,49.32
329,725,195,16,2,2025-04-08 01:51:41.696763,103.06
330,410,187,19,1,2024-08-27 01:51:41.696772,11.82
331,3,47,14,2,2024-07-05 01:51:41.696778,10.66
332,691,48,8,4,2024-10-26 01:51:41.696784,52.72
333,552,121,19,1,2025-05-08 01:51:41.696789,16.26
334,452,64,3,2,2025-01-21 01:51:41.696795,183.5
335,676,50,18,4,2024-11-17 01:51:41.696800,139.88
336,819,41,16,4,2025-06-16 01:51:41.696806,60.28
337,747,200,14,2,2024-11-19 01:51:41.696811,138.16
338,769,22,16,4,2025-05-01 01:51:41.696816,301.48
339,872,115,17,3,2025-03-01 01:51:41.696822,88.65
340,495,182,20,3,2024-09-27 01:51:41.696827,248.76
341,417,5,11,1,2025-05-16 01:51:41.696833,31.63
342,391,145,13,3,2024-09-10 01:51:41.696838,172.10999999999999
343,373,101,11,3,2025-04-30 01:51:41.696844,118.22999999999999
344,628,78,4,2,2025-04-06 01:51:41.696849,32.58
345,52,41,14,1,2024-12-03 01:51:41.696855,15.07
346,376,92,5,2,2025-04-14 01:51:41.696861,138.28
347,395,163,4,2,2024-12-11 01:51:41.696867,175.66
348,923,168,1,3,2024-09-02 01:51:41.696872,146.57999999999998
349,142,22,14,3,2024-11-20 01:51:41.696878,226.11
350,86,176,7,4,2024-11-21 01:51:41.696883,206.48
351,464,53,10,4,2025-06-28 01:51:41.696889,338.84
352,46,93,2,1,2025-06-25 01:51:41.696894,14.91
353,844,10,10,3,2025-03-30 01:51:41.696900,192.0
354,238,146,3,4,2025-06-23 01:51:41.696914,249.8
355,10,49,8,2,2024-11-08 01:51:41.696920,112.62
356,664,71,10,3,2025-03-15 01:51:41.696926,207.45000000000002
357,573,158,8,1,2025-01-21 01:51:41.696932,13.93
358,530,19,14,1,2024-12-04 01:51:41.696937,37.54
359,598,55,18,2,2024-11-03 01:51:41.696943,87.12
360,649,188,9,4,2024-08-04 01:51:41.696948,342.16
361,913,200,9,2,2024-08-02 01:51:41.696954,138.16
362,742,21,4,4,2025-05-12 01:51:41.696959,169.92
363,640,26,3,3,2025-06-20 01:51:41.696965,282.69
364,616,28,14,1,2024-07-15 01:51:41.696971,68.19
365,698,167,14,4,2025-01-26 01:51:41.696977,392.48
366,909,161,16,2,2025-04-22 01:51:41.696982,159.26
367,178,40,5,3,2025-01-13 01:51:41.696988,161.57999999999998
368,869,29,20,4,2024-10-02 01:51:41.696993,147.32
369,6,20,15,3,2025-04-24 01:51:41.696999,38.94
370,853,20,9,3,2024-07-11 01:51:41.697005,38.94
371,307,74,7,2,2024-10-22 01:51:41.697010,87.24
372,548,140,13,2,2025-05-14 01:51:41.697016,98.8
373,327,120,8,3,2024-12-29 01:51:41.697021,163.8
374,356,97,12,3,2024-08-15 01:51:41.697027,289.32
375,793,120,4,4,2024-12-26 01:51:41.697032,218.4
376,395,25,16,2,2025-04-02 01:51:41.697038,72.24
377,300,153,6,4,2024-08-03 01:51:41.697044,385.76
378,526,4,5,1,2025-02-12 01:51:41.697050,61.18
379,749,4,1,4,2024-07-09 01:51:41.697055,244.72
380,285,137,14,3,2025-04-03 01:51:41.697061,44.339999999999996
381,330,143,9,1,2024-09-30 01:51:41.697066,88.15
382,50,26,18,4,2025-06-12 01:51:41.697072,376.92
383,773,79,6,1,2024-08-24 01:51:41.697078,3.52
384,968,90,15,2,2024-07-08 01:51:41.697088,197.64
385,622,71,16,4,2025-01-28 01:51:41.697097,276.6
386,709,160,8,4,2024-10-14 01:51:41.697107,53.44
387,378,76,19,2,2025-03-15 01:51:41.697115,178.24
388,764,99,5,4,2024-09-19 01:51:41.697121,19.44
389,600,180,14,1,2025-05-03 01:51:41.697127,98.09
390,1000,127,7,2,2025-02-26 01:51:41.697132,61.86
391,825,32,4,1,2024-07-12 01:51:41.697138,63.97
392,538,9,1,4,2024-10-01 01:51:41.697143,4.6
393,774,78,4,4,2025-03-16 01:51:41.697151,65.16
394,144,13,14,4,2024-09-05 01:51:41.697161,27.56
395,60,184,16,4,2024-10-29 01:51:41.697170,231.12
396,868,124,7,1,2024-07-30 01:51:41.697180,76.43
397,780,172,10,4,2024-10-27 01:51:41.697187,117.16
398,75,96,10,2,2025-06-23 01:51:41.697192,102.08
399,3,83,4,2,2025-02-10 01:51:41.697209,16.2
400,575,158,12,3,2024-07-04 01:51:41.697216,41.79
401,748,144,6,2,2025-06-23 01:51:41.697229,125.44
402,448,140,13,3,2024-07-14 01:51:41.697250,148.2
403,958,194,1,2,2025-03-29 01:51:41.697257,90.76
404,741,18,8,2,2024-08-14 01:51:41.697263,92.34
405,902,141,16,4,2025-05-23 01:51:41.697269,163.12
406,275,93,5,2,2025-04-11 01:51:41.697277,29.82
407,530,24,7,4,2024-12-26 01:51:41.697286,35.76
408,592,102,3,4,2025-04-08 01:51:41.697295,67.36
409,215,140,2,2,2025-04-04 01:51:41.697303,98.8
410,683,60,2,1,2024-11-01 01:51:41.697309,45.2
411,485,60,20,4,2024-07-24 01:51:41.697314,180.8
412,329,100,10,2,2025-03-30 01:51:41.697320,8.12
413,255,1,20,1,2025-04-06 01:51:41.697325,41.69
414,387,43,9,2,2025-05-18 01:51:41.697331,85.56
415,126,55,18,2,2025-02-14 01:51:41.697337,87.12
416,767,168,6,1,2025-04-18 01:51:41.697342,48.86
417,584,192,20,2,2025-05-26 01:51:41.697348,14.36
418,550,34,6,4,2025-03-22 01:51:41.697353,246.56
419,324,34,10,3,2025-01-26 01:51:41.697359,184.92000000000002
420,204,176,9,3,2024-10-19 01:51:41.697364,154.85999999999999
421,172,161,9,2,2025-01-11 01:51:41.697370,159.26
422,735,196,3,3,2024-11-27 01:51:41.697378,189.09
423,217,158,12,3,2025-01-12 01:51:41.697388,41.79
424,245,110,11,3,2024-10-22 01:51:41.697397,96.24
425,336,84,14,4,2024-07-06 01:51:41.697403,166.2
426,703,90,19,4,2024-08-13 01:51:41.697412,395.28
427,298,79,10,3,2025-05-07 01:51:41.697422,10.56
428,832,71,19,1,2025-04-01 01:51:41.697431,69.15
429,182,71,5,1,2024-09-26 01:51:41.697440,69.15
430,334,114,9,1,2025-03-22 01:51:41.697446,98.42
431,511,29,1,4,2025-01-27 01:51:41.697452,147.32
432,383,151,15,4,2024-07-17 01:51:41.697457,219.04
433,717,162,4,4,2024-07-02 01:51:41.697463,113.2
434,873,143,7,4,2025-02-10 01:51:41.697469,352.6
435,199,97,6,3,2025-01-09 01:51:41.697474,289.32
436,332,53,15,4,2025-06-21 01:51:41.697479,338.84
437,165,145,6,3,2024-11-15 01:51:41.697484,172.10999999999999
438,242,64,7,1,2024-10-09 01:51:41.697490,91.75
439,900,61,20,3,2024-10-26 01:51:41.697495,240.12
440,642,185,3,1,2024-10-27 01:51:41.697501,95.65
441,227,108,13,4,2025-01-27 01:51:41.697508,50.0
442,634,37,2,1,2025-05-28 01:51:41.697513,12.94
443,556,135,3,1,2025-02-22 01:51:41.697519,35.38
444,451,8,13,3,2025-01-22 01:51:41.697524,246.89999999999998
445,196,78,9,1,2025-04-03 01:51:41.697530,16.29
446,870,68,19,2,2025-03-30 01:51:41.697535,75.5
447,204,21,18,1,2024-08-08 01:51:41.697541,42.48
448,979,189,5,4,2024-11-02 01:51:41.697546,177.92
449,458,94,10,1,2024-08-12 01:51:41.697552,49.07
450,830,75,14,2,2025-03-06 01:51:41.697557,30.24
451,257,157,17,3,2025-03-29 01:51:41.697563,261.39
452,529,153,3,1,2025-01-19 01:51:41.697570,96.44
453,272,186,7,2,2025-03-24 01:51:41.697579,41.7
454,9,142,9,4,2025-03-10 01:51:41.697588,397.56
455,761,78,5,4,2024-07-07 01:51:41.697598,65.16
456,949,66,4,3,2025-04-01 01:51:41.697604,97.71000000000001
457,201,182,3,4,2024-07-20 01:51:41.697610,331.68
458,59,195,13,2,2024-12-07 01:51:41.697619,103.06
459,887,158,9,1,2025-06-14 01:51:41.697625,13.93
460,393,146,7,2,2024-09-30 01:51:41.697630,124.9
