review_id,customer_id,product_id,rating,review_text,review_date
161,753,172,2,Excellent!,2024-09-21 01:51:43.886687
162,385,63,4,Excellent!,2025-06-14 01:51:43.886693
163,593,61,5,Great product!,2024-08-16 01:51:43.886699
164,25,65,1,Just okay,2025-01-13 01:51:43.886705
165,261,169,4,Great product!,2024-12-27 01:51:43.886710
166,560,81,2,Great product!,2025-03-01 01:51:43.886716
167,398,12,1,Would not buy again,2024-11-19 01:51:43.886722
168,564,124,5,Great product!,2025-02-24 01:51:43.886727
169,330,2,1,Great product!,2025-01-16 01:51:43.886733
170,149,73,4,Not bad,2025-03-01 01:51:43.886739
171,409,76,5,Excellent!,2024-08-13 01:51:43.886744
172,611,188,2,Great product!,2024-11-23 01:51:43.886750
173,579,25,1,Great product!,2024-09-25 01:51:43.886756
174,722,118,4,Just okay,2025-02-03 01:51:43.886762
175,760,189,2,Great product!,2024-09-12 01:51:43.886768
176,119,108,5,Would not buy again,2024-10-27 01:51:43.886787
177,434,99,1,Just okay,2024-12-25 01:51:43.886793
178,228,22,3,Great product!,2025-06-20 01:51:43.886799
179,615,56,4,Would not buy again,2024-09-20 01:51:43.886805
180,801,149,4,Excellent!,2025-05-17 01:51:43.886810
181,240,55,3,Great product!,2025-02-27 01:51:43.886816
182,913,40,2,Excellent!,2024-10-27 01:51:43.886822
183,232,179,4,Great product!,2024-07-29 01:51:43.886827
184,966,150,2,Just okay,2025-01-23 01:51:43.886833
185,290,156,5,Just okay,2024-10-07 01:51:43.886839
186,154,121,3,Would not buy again,2024-09-12 01:51:43.886845
187,682,4,2,Not bad,2025-04-14 01:51:43.886851
188,159,26,5,Would not buy again,2024-09-13 01:51:43.886856
189,625,112,1,Great product!,2025-01-31 01:51:43.886862
190,563,113,4,Excellent!,2024-09-19 01:51:43.886868
191,476,188,3,Excellent!,2025-01-31 01:51:43.886873
192,548,23,1,Great product!,2025-02-27 01:51:43.886879
193,13,169,1,Not bad,2024-11-15 01:51:43.886885
194,853,58,1,Not bad,2024-10-02 01:51:43.886891
195,507,8,2,Not bad,2024-07-07 01:51:43.886897
196,218,116,4,Great product!,2024-07-26 01:51:43.886903
197,755,51,3,Just okay,2024-11-26 01:51:43.886909
198,735,189,4,Just okay,2025-02-04 01:51:43.886914
199,720,1,4,Great product!,2024-11-25 01:51:43.886920
200,991,120,4,Just okay,2025-03-27 01:51:43.886925
201,781,30,5,Not bad,2025-05-12 01:51:43.886931
202,222,17,5,Just okay,2025-05-19 01:51:43.886938
203,288,151,5,Great product!,2025-06-12 01:51:43.886946
204,901,102,5,Just okay,2025-03-10 01:51:43.886952
205,524,122,4,Just okay,2024-11-30 01:51:43.886958
206,487,152,4,Just okay,2025-06-13 01:51:43.886963
207,699,86,3,Just okay,2025-02-17 01:51:43.886969
208,681,69,3,Great product!,2024-09-13 01:51:43.886975
209,805,89,3,Would not buy again,2025-06-17 01:51:43.886981
210,324,180,3,Just okay,2025-04-28 01:51:43.886990
211,618,71,3,Would not buy again,2025-01-19 01:51:43.887000
212,176,58,5,Great product!,2024-10-16 01:51:43.887009
213,939,150,4,Excellent!,2025-06-25 01:51:43.887019
214,861,59,3,Would not buy again,2024-07-11 01:51:43.887027
215,41,172,2,Great product!,2025-03-02 01:51:43.887033
216,824,37,3,Excellent!,2025-01-29 01:51:43.887038
217,325,162,3,Just okay,2024-08-06 01:51:43.887044
218,761,100,4,Great product!,2025-01-04 01:51:43.887050
219,267,113,5,Not bad,2025-04-29 01:51:43.887056
220,734,185,1,Excellent!,2024-10-16 01:51:43.887061
221,393,185,4,Not bad,2025-04-27 01:51:43.887067
222,113,168,5,Just okay,2024-07-09 01:51:43.887073
223,284,20,2,Just okay,2024-12-26 01:51:43.887079
224,790,17,1,Would not buy again,2024-11-16 01:51:43.887084
225,203,180,5,Just okay,2024-12-14 01:51:43.887090
226,853,4,5,Would not buy again,2024-09-10 01:51:43.887095
227,774,191,4,Excellent!,2024-10-23 01:51:43.887101
228,794,50,5,Not bad,2024-08-17 01:51:43.887107
229,144,82,3,Excellent!,2024-12-20 01:51:43.887113
230,243,50,5,Not bad,2025-03-04 01:51:43.887119
231,782,16,1,Great product!,2025-01-03 01:51:43.887124
232,35,72,5,Excellent!,2025-05-10 01:51:43.887130
233,810,61,2,Great product!,2025-03-13 01:51:43.887136
234,53,44,3,Not bad,2024-11-19 01:51:43.887142
235,503,146,1,Would not buy again,2024-08-05 01:51:43.887148
236,356,50,1,Excellent!,2025-03-25 01:51:43.887154
237,150,80,4,Excellent!,2024-08-16 01:51:43.887160
238,437,30,4,Would not buy again,2025-05-14 01:51:43.887166
239,450,49,3,Would not buy again,2025-03-22 01:51:43.887172
240,525,98,1,Just okay,2024-11-03 01:51:43.887177
241,267,149,2,Just okay,2025-04-18 01:51:43.887183
242,908,150,5,Not bad,2025-05-24 01:51:43.887189
243,609,175,5,Excellent!,2024-11-27 01:51:43.887194
244,86,25,5,Would not buy again,2025-02-15 01:51:43.887200
245,309,56,4,Would not buy again,2025-06-25 01:51:43.887206
246,265,192,1,Great product!,2024-10-27 01:51:43.887211
247,492,156,1,Just okay,2024-08-11 01:51:43.887217
248,583,161,2,Great product!,2024-12-16 01:51:43.887223
249,17,194,4,Would not buy again,2025-03-12 01:51:43.887228
250,189,4,2,Excellent!,2024-09-16 01:51:43.887234
251,522,12,1,Excellent!,2025-05-24 01:51:43.887240
252,166,145,5,Great product!,2025-03-08 01:51:43.887246
253,891,36,4,Just okay,2024-12-28 01:51:43.887251
254,551,16,4,Not bad,2024-12-01 01:51:43.887257
255,878,151,4,Excellent!,2024-07-01 01:51:43.887263
256,345,200,5,Not bad,2024-10-19 01:51:43.887270
257,219,121,4,Just okay,2024-08-15 01:51:43.887279
258,94,137,3,Great product!,2024-08-25 01:51:43.887289
259,158,78,4,Just okay,2025-03-10 01:51:43.887299
260,875,55,5,Would not buy again,2024-10-04 01:51:43.887310
261,34,73,4,Just okay,2024-08-15 01:51:43.887316
262,801,64,3,Great product!,2025-01-07 01:51:43.887322
263,416,175,3,Great product!,2024-08-25 01:51:43.887328
264,506,90,4,Just okay,2025-06-12 01:51:43.887334
265,490,195,1,Great product!,2024-12-10 01:51:43.887340
266,524,138,1,Would not buy again,2025-02-25 01:51:43.887345
267,233,89,2,Not bad,2024-10-20 01:51:43.887351
268,599,4,3,Just okay,2024-08-19 01:51:43.887357
269,605,30,1,Great product!,2024-10-19 01:51:43.887363
270,107,139,2,Not bad,2024-09-16 01:51:43.887369
271,193,51,1,Would not buy again,2024-09-12 01:51:43.887375
272,468,147,4,Just okay,2025-01-30 01:51:43.887383
273,522,141,3,Great product!,2024-12-14 01:51:43.887393
274,637,185,1,Not bad,2024-12-14 01:51:43.887403
275,787,131,4,Would not buy again,2024-09-02 01:51:43.887412
276,279,112,2,Excellent!,2025-01-07 01:51:43.887420
277,128,78,4,Great product!,2024-10-04 01:51:43.887425
278,341,166,2,Would not buy again,2025-01-02 01:51:43.887431
279,697,27,1,Not bad,2024-11-25 01:51:43.887437
280,875,88,5,Just okay,2025-03-05 01:51:43.887443
281,867,138,4,Not bad,2024-08-29 01:51:43.887449
282,59,118,5,Just okay,2024-08-14 01:51:43.887455
283,992,181,3,Would not buy again,2024-08-02 01:51:43.887460
284,182,155,5,Would not buy again,2024-08-15 01:51:43.887467
285,586,7,3,Not bad,2025-06-08 01:51:43.887473
286,514,115,1,Not bad,2025-02-26 01:51:43.887479
287,243,92,1,Just okay,2025-04-08 01:51:43.887484
288,228,90,4,Great product!,2024-12-14 01:51:43.887490
289,560,82,5,Not bad,2024-08-09 01:51:43.887496
290,518,13,3,Great product!,2024-12-26 01:51:43.887502
291,555,72,3,Great product!,2024-08-06 01:51:43.887507
292,145,91,5,Great product!,2025-03-31 01:51:43.887513
293,127,188,1,Would not buy again,2024-08-05 01:51:43.887519
294,335,142,1,Would not buy again,2024-12-31 01:51:43.887525
295,758,105,3,Great product!,2024-11-16 01:51:43.887531
296,932,44,4,Great product!,2024-12-14 01:51:43.887537
297,408,198,1,Would not buy again,2024-11-08 01:51:43.887542
298,121,84,2,Just okay,2025-05-18 01:51:43.887548
299,744,28,3,Excellent!,2025-04-16 01:51:43.887554
300,888,23,5,Not bad,2025-02-10 01:51:43.887559
301,701,12,5,Great product!,2024-12-31 01:51:43.887565
302,285,152,3,Would not buy again,2025-03-04 01:51:43.887571
303,242,51,3,Great product!,2025-05-22 01:51:43.887576
304,78,108,1,Great product!,2024-10-14 01:51:43.887585
305,570,150,3,Great product!,2024-10-30 01:51:43.887595
306,450,62,3,Great product!,2025-02-22 01:51:43.887604
307,470,26,2,Just okay,2025-06-25 01:51:43.887614
308,181,58,5,Not bad,2024-08-24 01:51:43.887622
309,582,199,1,Not bad,2025-04-26 01:51:43.887628
310,265,143,4,Would not buy again,2024-11-24 01:51:43.887636
311,716,68,1,Just okay,2025-02-05 01:51:43.887642
312,682,6,5,Just okay,2024-11-09 01:51:43.887648
313,295,111,4,Not bad,2025-06-02 01:51:43.887653
314,965,130,3,Would not buy again,2024-08-26 01:51:43.887659
315,890,159,2,Just okay,2025-01-21 01:51:43.887665
316,247,24,2,Would not buy again,2025-02-20 01:51:43.887671
317,424,35,5,Not bad,2025-02-03 01:51:43.887676
318,59,47,5,Great product!,2025-04-10 01:51:43.887682
319,812,31,2,Just okay,2024-07-05 01:51:43.887687
320,833,89,4,Would not buy again,2024-07-24 01:51:43.887693
321,458,200,4,Great product!,2025-04-09 01:51:43.887711
322,11,76,1,Not bad,2025-04-19 01:51:43.887717
323,347,118,3,Excellent!,2024-07-11 01:51:43.887722
324,983,130,4,Just okay,2024-11-29 01:51:43.887728
325,852,104,3,Just okay,2025-06-05 01:51:43.887734
326,5,59,5,Would not buy again,2024-09-14 01:51:43.887739
327,717,96,4,Not bad,2025-04-21 01:51:43.887745
328,370,63,4,Not bad,2024-07-16 01:51:43.887751
329,458,145,4,Just okay,2025-01-05 01:51:43.887757
330,245,54,1,Just okay,2025-04-03 01:51:43.887762
331,249,125,5,Would not buy again,2025-01-05 01:51:43.887768
332,945,149,2,Would not buy again,2025-06-04 01:51:43.887774
333,435,22,1,Excellent!,2024-09-15 01:51:43.887779
334,420,125,1,Great product!,2024-08-07 01:51:43.887785
335,105,97,4,Would not buy again,2024-08-30 01:51:43.887791
336,242,116,1,Great product!,2025-04-29 01:51:43.887797
337,272,183,2,Just okay,2025-06-12 01:51:43.887803
338,519,29,1,Excellent!,2024-09-26 01:51:43.887808
339,736,149,1,Excellent!,2024-07-20 01:51:43.887814
340,729,2,4,Excellent!,2025-04-25 01:51:43.887820
341,44,42,5,Not bad,2024-11-05 01:51:43.887825
342,26,52,2,Just okay,2025-02-14 01:51:43.887831
343,804,38,4,Not bad,2025-01-19 01:51:43.887837
344,181,131,1,Not bad,2024-08-08 01:51:43.887842
345,604,153,2,Excellent!,2024-07-31 01:51:43.887848
346,428,77,3,Not bad,2024-09-11 01:51:43.887854
347,268,190,1,Just okay,2025-06-03 01:51:43.887860
348,858,143,5,Just okay,2024-10-18 01:51:43.887865
349,580,198,1,Not bad,2024-09-13 01:51:43.887871
350,876,105,5,Just okay,2025-03-11 01:51:43.887877
351,151,10,3,Great product!,2024-11-03 01:51:43.887882
352,616,120,4,Not bad,2024-10-31 01:51:43.887888
353,600,127,4,Excellent!,2025-01-29 01:51:43.887893
354,95,114,4,Excellent!,2024-10-09 01:51:43.887901
355,382,69,2,Just okay,2025-05-10 01:51:43.887907
356,798,109,5,Just okay,2024-10-09 01:51:43.887913
357,831,44,1,Excellent!,2025-05-08 01:51:43.887919
358,515,169,2,Great product!,2025-02-18 01:51:43.887924
359,720,20,2,Excellent!,2024-12-22 01:51:43.887930
360,930,107,1,Not bad,2025-02-27 01:51:43.887936
361,614,165,3,Excellent!,2024-11-25 01:51:43.887941
362,860,167,4,Would not buy again,2024-07-01 01:51:43.887947
363,689,119,3,Great product!,2024-08-13 01:51:43.887953
364,428,109,3,Great product!,2024-09-03 01:51:43.887959
365,425,198,4,Excellent!,2025-04-21 01:51:43.887964
366,816,8,3,Would not buy again,2024-11-29 01:51:43.887970
367,199,43,2,Not bad,2024-07-04 01:51:43.887976
368,8,138,1,Excellent!,2025-05-29 01:51:43.887982
369,903,41,2,Not bad,2024-07-30 01:51:43.887987
370,757,132,2,Would not buy again,2025-01-11 01:51:43.887993
371,805,132,5,Excellent!,2024-07-22 01:51:43.887999
372,951,24,4,Excellent!,2024-07-16 01:51:43.888005
373,327,21,4,Not bad,2024-09-03 01:51:43.888011
374,690,138,2,Excellent!,2024-09-13 01:51:43.888017
375,594,46,4,Would not buy again,2024-11-06 01:51:43.888022
376,624,198,5,Excellent!,2024-07-29 01:51:43.888030
377,871,121,1,Just okay,2025-03-21 01:51:43.888039
378,21,44,3,Would not buy again,2025-06-21 01:51:43.888049
379,546,100,4,Great product!,2025-05-21 01:51:43.888058
380,255,33,2,Not bad,2025-02-25 01:51:43.888068
381,433,94,4,Would not buy again,2024-10-01 01:51:43.888075
382,505,36,2,Great product!,2024-08-08 01:51:43.888081
383,27,153,3,Great product!,2025-06-20 01:51:43.888087
384,520,13,4,Would not buy again,2024-08-16 01:51:43.888093
385,930,167,3,Great product!,2024-12-18 01:51:43.888098
386,530,166,2,Great product!,2025-06-11 01:51:43.888104
387,947,158,5,Just okay,2024-10-01 01:51:43.888111
388,500,14,5,Excellent!,2024-11-08 01:51:43.888117
389,233,50,1,Just okay,2024-11-16 01:51:43.888122
390,396,68,2,Excellent!,2024-11-16 01:51:43.888128
391,982,1,2,Great product!,2024-07-12 01:51:43.888134
392,307,189,2,Excellent!,2024-07-25 01:51:43.888139
393,510,3,5,Just okay,2024-10-02 01:51:43.888145
394,703,178,5,Not bad,2024-09-25 01:51:43.888151
395,424,189,5,Not bad,2025-02-27 01:51:43.888157
396,150,164,4,Excellent!,2024-12-18 01:51:43.888163
397,392,132,4,Not bad,2025-04-21 01:51:43.888168
398,490,171,5,Would not buy again,2024-11-11 01:51:43.888174
399,668,14,3,Not bad,2025-01-09 01:51:43.888179
400,946,89,4,Excellent!,2024-12-10 01:51:43.888185
401,47,103,4,Great product!,2025-05-29 01:51:43.888191
402,312,125,4,Just okay,2024-12-02 01:51:43.888198
403,928,67,4,Not bad,2024-09-03 01:51:43.888204
404,139,7,1,Excellent!,2024-12-31 01:51:43.888210
405,405,8,4,Just okay,2024-11-02 01:51:43.888216
406,922,44,3,Would not buy again,2025-05-11 01:51:43.888221
407,654,192,1,Great product!,2024-07-23 01:51:43.888227
408,847,135,4,Just okay,2025-06-02 01:51:43.888233
409,14,48,2,Just okay,2025-06-25 01:51:43.888238
410,972,62,1,Excellent!,2025-02-18 01:51:43.888244
411,868,25,4,Would not buy again,2025-03-27 01:51:43.888250
412,771,118,3,Not bad,2024-07-20 01:51:43.888255
413,748,196,5,Would not buy again,2025-04-10 01:51:43.888261
414,953,192,4,Great product!,2024-09-27 01:51:43.888267
415,890,113,2,Not bad,2024-08-20 01:51:43.888272
416,519,146,3,Would not buy again,2024-11-26 01:51:43.888278
417,551,122,1,Great product!,2024-09-24 01:51:43.888284
418,185,4,3,Just okay,2025-02-20 01:51:43.888289
419,115,145,4,Just okay,2025-04-06 01:51:43.888295
420,110,47,2,Just okay,2024-08-07 01:51:43.888301
421,577,118,3,Just okay,2024-08-22 01:51:43.888307
422,743,45,3,Not bad,2025-03-30 01:51:43.888313
423,281,89,5,Just okay,2025-04-21 01:51:43.888319
424,543,186,5,Not bad,2024-08-09 01:51:43.888324
425,86,3,4,Not bad,2024-08-09 01:51:43.888330
426,138,140,1,Would not buy again,2024-08-03 01:51:43.888336
427,466,145,1,Just okay,2024-12-22 01:51:43.888341
428,77,118,2,Excellent!,2024-11-29 01:51:43.888347
429,968,22,4,Just okay,2025-05-15 01:51:43.888356
430,137,39,1,Excellent!,2024-11-25 01:51:43.888366
431,634,39,3,Just okay,2025-04-03 01:51:43.888375
432,975,107,4,Not bad,2024-09-29 01:51:43.888385
433,776,100,3,Just okay,2024-11-16 01:51:43.888394
434,97,16,2,Just okay,2024-11-26 01:51:43.888400
435,995,179,4,Just okay,2024-11-03 01:51:43.888406
436,531,118,2,Just okay,2024-09-03 01:51:43.888411
437,798,29,5,Would not buy again,2024-07-25 01:51:43.888417
438,9,71,2,Would not buy again,2025-01-12 01:51:43.888423
439,83,169,5,Not bad,2024-07-01 01:51:43.888429
440,47,185,4,Not bad,2024-11-11 01:51:43.888436
441,512,156,3,Excellent!,2025-03-15 01:51:43.888443
442,430,77,3,Not bad,2024-08-07 01:51:43.888453
443,90,149,3,Would not buy again,2024-11-10 01:51:43.888463
444,513,132,2,Not bad,2025-01-12 01:51:43.888473
445,899,126,4,Excellent!,2025-02-16 01:51:43.888480
446,674,99,4,Excellent!,2025-02-20 01:51:43.888486
447,665,116,5,Would not buy again,2025-05-25 01:51:43.888492
448,414,15,4,Not bad,2024-10-15 01:51:43.888497
449,513,181,3,Excellent!,2025-02-27 01:51:43.888503
450,891,90,4,Not bad,2024-10-11 01:51:43.888509
451,658,174,5,Not bad,2024-07-13 01:51:43.888515
452,673,135,4,Would not buy again,2024-11-26 01:51:43.888522
453,905,146,4,Would not buy again,2025-01-12 01:51:43.888527
454,647,89,3,Not bad,2025-03-25 01:51:43.888533
455,798,149,4,Just okay,2024-07-08 01:51:43.888539
456,77,116,2,Just okay,2024-12-27 01:51:43.888545
457,81,136,5,Great product!,2024-11-30 01:51:43.888550
458,781,187,5,Great product!,2024-07-08 01:51:43.888559
459,781,20,5,Great product!,2024-08-23 01:51:43.888566
460,554,82,4,Would not buy again,2024-11-11 01:51:43.888572
461,636,117,2,Not bad,2025-01-15 01:51:43.888579
462,742,67,5,Excellent!,2024-08-29 01:51:43.888588
463,869,183,1,Not bad,2025-01-21 01:51:43.888597
464,202,62,3,Not bad,2024-09-20 01:51:43.888606
465,846,18,1,Great product!,2024-12-29 01:51:43.888616
466,447,91,1,Not bad,2025-06-06 01:51:43.888625
467,107,110,5,Great product!,2025-02-09 01:51:43.888634
468,965,56,1,Not bad,2024-12-30 01:51:43.888643
469,292,85,1,Excellent!,2025-04-08 01:51:43.888649
470,803,150,2,Just okay,2024-11-12 01:51:43.888655
471,686,8,3,Just okay,2024-11-20 01:51:43.888664
