transaction_id,customer_id,product_id,store_id,employee_id,quantity,purchase_date
66,81,491,6,11,4,2025-02-02
67,524,452,8,91,1,2024-09-10
68,944,50,6,91,2,2024-07-16
69,209,409,10,57,2,2025-05-09
70,998,428,9,179,3,2024-06-29
71,828,426,4,196,2,2025-04-19
72,160,341,4,109,1,2025-02-12
73,550,86,10,66,1,2024-10-16
74,335,371,10,129,3,2024-07-17
75,401,86,2,193,5,2024-11-05
76,601,23,5,21,5,2025-06-13
77,650,213,1,180,5,2025-02-20
78,782,263,4,137,2,2025-03-18
79,855,56,9,113,4,2024-12-23
80,666,418,9,95,4,2024-10-01
81,698,168,5,200,3,2025-05-04
82,659,166,4,72,2,2024-11-10
83,68,288,7,174,4,2024-09-01
84,318,321,7,5,1,2025-04-01
85,716,98,1,63,5,2024-09-20
86,448,320,5,103,4,2024-07-26
87,748,107,5,180,4,2025-04-30
88,977,479,4,70,2,2025-01-21
89,867,278,3,131,1,2024-08-03
90,245,203,5,140,4,2025-06-12
91,60,481,1,38,2,2024-09-13
92,251,220,1,31,5,2025-04-27
93,89,62,7,91,3,2024-07-30
94,947,119,2,184,4,2024-11-18
95,445,110,6,146,2,2024-11-11
96,119,55,8,116,3,2025-02-07
97,465,183,3,128,5,2024-06-29
98,627,166,8,64,4,2025-05-28
99,624,89,7,133,2,2024-07-31
100,57,8,9,95,2,2024-11-20
101,317,206,3,71,5,2025-05-15
102,683,335,10,183,3,2025-02-18
103,760,162,8,103,5,2024-11-21
104,674,7,6,106,4,2025-01-14
105,759,200,2,39,3,2025-05-01
106,180,109,5,51,2,2024-11-02
107,123,235,8,33,5,2025-06-08
108,13,113,5,60,2,2024-07-23
109,725,34,4,110,4,2024-06-29
110,141,337,10,10,4,2025-05-29
111,719,418,8,98,5,2024-11-22
112,12,143,5,104,4,2025-01-26
113,168,333,3,119,1,2025-05-28
114,509,320,10,155,3,2024-11-19
115,976,189,3,199,1,2024-10-02
116,356,23,6,160,2,2024-07-07
117,536,35,1,136,3,2024-08-06
118,530,454,2,105,5,2024-12-16
119,802,112,1,73,2,2025-05-11
120,843,211,6,150,1,2025-04-24
121,739,155,9,19,4,2025-01-03
122,266,393,8,34,5,2024-12-01
123,171,307,6,96,4,2024-12-12
124,381,256,3,149,4,2025-01-06
125,130,53,6,80,1,2024-06-27
126,768,365,7,146,4,2025-04-25
127,800,275,9,125,1,2024-07-26
128,895,406,1,171,3,2024-12-09
129,276,473,7,45,3,2024-09-23
130,751,436,6,35,5,2025-01-07
131,908,292,7,192,1,2024-10-11
132,121,88,3,13,4,2024-09-17
133,790,129,6,66,2,2024-11-11
134,922,492,10,48,3,2024-10-21
135,31,49,1,155,4,2024-11-02
136,344,308,5,135,5,2024-08-06
137,827,167,6,100,2,2024-10-30
138,440,324,10,48,1,2024-10-20
139,279,357,10,43,1,2025-04-20
140,537,199,1,106,4,2024-10-12
141,66,348,9,145,2,2024-11-11
142,270,474,1,159,3,2025-05-14
143,730,498,3,33,1,2024-08-07
144,999,395,8,3,4,2025-02-07
145,591,356,2,99,5,2025-06-15
146,643,69,2,107,5,2025-05-12
147,79,171,3,102,5,2025-05-16
148,509,90,3,19,2,2024-10-07
149,467,326,2,117,3,2025-02-08
150,524,390,9,146,3,2025-01-17
151,369,453,3,150,4,2024-09-02
152,57,353,4,105,3,2025-06-15
153,512,163,2,46,4,2024-06-19
154,880,436,6,49,2,2024-08-15
155,581,342,6,89,5,2024-07-24
156,171,247,6,97,5,2024-07-12
157,377,35,2,157,5,2024-11-09
158,162,172,7,152,4,2024-08-23
159,262,10,6,154,1,2025-04-07
160,792,312,2,169,1,2025-04-30
161,106,467,8,40,3,2025-01-23
162,916,300,7,151,3,2025-01-11
163,588,230,9,189,3,2024-12-14
164,691,196,1,155,4,2025-03-13
165,741,262,9,188,1,2025-02-26
166,119,328,7,141,2,2024-12-02
167,234,380,7,64,5,2024-07-21
168,759,120,3,56,2,2024-07-02
169,522,258,9,83,3,2025-02-06
170,3,301,2,193,2,2025-05-20
171,46,361,4,142,4,2025-04-05
172,880,7,8,189,1,2025-04-26
173,884,120,3,123,5,2024-06-27
174,13,11,2,103,4,2024-07-09
175,251,316,5,143,4,2024-09-27
176,48,389,4,132,5,2024-06-28
177,484,460,4,119,2,2025-06-12
178,373,64,1,182,3,2024-12-11
179,393,159,9,127,3,2025-01-08
180,943,122,1,116,2,2025-01-19
181,154,378,1,157,5,2025-01-19
182,184,220,4,48,1,2024-12-03
183,954,388,8,96,3,2024-09-14
184,984,125,1,200,1,2024-08-08
185,879,318,1,112,5,2025-01-25
186,37,41,4,4,2,2024-12-16
187,567,31,4,78,4,2024-11-04
188,823,71,3,32,1,2024-08-26
189,936,192,3,64,1,2025-02-13
190,732,256,9,66,1,2024-10-18
191,759,152,6,135,1,2025-04-19
192,672,104,6,45,1,2024-10-18
193,430,78,7,13,1,2025-03-19
194,230,193,7,134,1,2024-08-06
195,330,105,1,65,3,2024-07-27
196,255,329,9,156,4,2024-08-05
197,427,20,5,64,1,2025-04-07
198,938,122,8,25,4,2025-01-02
199,738,473,1,84,1,2025-04-28
200,328,372,7,52,5,2024-11-25
201,278,307,9,155,4,2024-07-28
202,846,485,2,136,2,2024-08-14
203,80,228,1,191,5,2024-08-31
204,586,379,4,49,3,2024-08-14
205,382,450,10,196,3,2024-07-12
206,123,169,1,154,5,2024-07-02
207,515,69,4,22,5,2025-04-28
208,690,143,4,40,1,2025-01-07
209,924,163,10,33,2,2024-10-03
210,54,330,8,104,1,2024-10-05
211,184,403,1,3,2,2024-09-23
212,229,390,6,8,1,2025-03-18
213,824,21,2,2,1,2024-11-14
214,529,267,10,18,5,2024-11-29
215,48,406,6,75,5,2025-02-25
216,977,213,9,77,2,2024-06-18
217,411,332,3,13,2,2025-05-26
218,71,417,7,168,5,2024-12-20
219,899,148,4,169,3,2024-12-12
220,477,385,3,179,4,2025-04-06
221,887,13,9,120,5,2024-12-29
222,290,118,1,103,5,2025-03-22
223,793,434,10,38,1,2024-09-13
224,866,376,5,158,5,2024-06-29
225,319,170,5,186,4,2024-12-27
226,336,176,9,192,4,2024-12-04
227,89,125,6,18,2,2025-04-15
228,567,106,9,79,2,2025-06-07
229,468,277,7,190,2,2025-04-20
230,9,28,3,167,1,2025-02-26
231,378,465,4,170,1,2025-06-18
232,206,470,10,59,3,2024-07-01
233,299,341,5,9,3,2024-07-02
234,578,128,6,73,5,2025-04-04
235,804,411,4,188,1,2024-08-18
236,312,352,6,145,4,2024-11-21
237,758,357,5,19,4,2025-04-21
238,638,369,7,56,2,2025-02-10
239,249,114,2,77,4,2025-02-28
240,476,312,5,31,3,2024-07-27
241,378,447,8,5,3,2025-03-20
242,606,196,1,53,4,2024-11-18
243,996,267,8,133,1,2025-04-05
244,506,165,10,148,5,2025-04-07
245,792,94,9,127,2,2024-08-13
246,795,227,7,83,2,2024-06-21
247,201,323,4,39,1,2024-10-05
248,751,4,3,163,5,2025-03-22
249,923,34,2,140,5,2025-01-18
250,560,446,1,121,2,2024-12-22
251,779,252,7,34,2,2025-06-09
252,816,36,2,9,1,2025-04-23
253,252,489,4,152,4,2024-09-30
254,155,99,4,157,2,2024-09-10
255,7,27,10,139,1,2025-04-04
256,955,325,5,112,5,2024-08-27
257,420,73,4,165,4,2025-03-10
258,25,481,10,84,3,2024-06-27
259,239,105,5,172,1,2024-08-10
260,555,65,6,99,4,2024-10-04
261,355,47,8,77,4,2024-10-17
262,652,89,1,41,1,2025-02-10
263,860,304,4,191,2,2024-10-05
264,711,282,10,171,1,2025-05-06
265,899,426,5,179,2,2024-08-17
266,10,408,4,35,2,2025-06-15
267,974,478,9,76,4,2025-04-07
268,344,105,1,3,3,2024-12-23
269,2,121,5,85,1,2024-11-03
270,778,260,1,159,4,2024-09-18
271,674,41,4,182,5,2024-10-01
272,386,219,3,167,2,2025-05-23
273,870,372,6,39,4,2024-09-13
274,756,240,4,15,5,2025-02-01
275,745,160,8,133,2,2024-12-31
276,315,85,7,47,3,2025-05-28
277,107,370,6,60,5,2024-08-05
278,211,102,8,87,5,2024-07-09
279,543,126,7,60,1,2025-01-25
280,244,218,10,8,4,2024-11-30
281,430,91,3,146,4,2024-09-21
282,504,311,8,125,4,2025-03-04
283,985,128,8,110,3,2025-03-28
284,62,156,9,110,1,2024-07-08
285,996,147,10,156,2,2024-11-05
286,146,296,5,27,2,2024-10-10
287,729,230,4,160,2,2025-01-09
288,287,496,2,67,5,2024-12-04
289,96,326,10,144,1,2024-12-19
290,45,104,2,159,5,2024-06-29
291,944,140,1,103,2,2024-12-12
292,238,442,1,33,2,2025-06-05
293,919,401,10,146,3,2024-09-08
294,866,247,1,199,2,2025-04-03
295,533,41,1,140,5,2024-11-18
296,423,487,5,9,2,2025-02-11
297,718,498,1,167,4,2024-08-01
298,918,185,5,95,4,2025-06-03
299,382,204,8,103,1,2024-10-22
300,470,194,7,137,2,2025-06-16
301,998,86,10,34,4,2025-01-09
302,766,242,3,2,5,2025-04-18
303,87,226,2,22,2,2024-07-21
304,595,217,1,122,4,2024-07-17
305,98,259,6,169,5,2024-12-03
306,518,313,4,94,3,2024-09-25
307,137,377,4,63,5,2025-04-13
308,653,222,7,161,5,2025-01-02
309,840,390,6,1,5,2024-08-08
310,404,80,2,115,3,2024-10-04
311,77,420,5,158,2,2024-09-28
312,607,489,7,105,2,2025-05-14
313,582,407,1,105,3,2024-08-01
314,64,247,5,26,2,2024-07-13
315,446,11,1,135,5,2024-11-21
316,679,391,2,111,4,2024-09-06
317,988,196,5,147,3,2025-02-12
318,134,219,3,86,3,2024-06-18
319,243,438,5,123,3,2024-11-15
320,299,43,8,40,5,2025-01-21
321,268,389,4,194,3,2025-02-28
322,872,465,2,196,2,2024-07-05
323,323,472,1,167,4,2024-12-25
324,949,154,8,188,5,2024-06-18
325,821,305,3,165,4,2025-04-28
326,403,276,1,198,5,2024-07-16
327,718,79,2,75,1,2024-11-28
328,852,284,2,2,1,2024-10-22
329,754,373,4,80,1,2024-08-18
330,335,90,8,64,3,2024-09-04
331,326,132,10,79,2,2024-10-12
332,464,195,9,126,2,2024-08-06
333,279,238,5,66,1,2024-12-21
334,240,157,5,31,4,2025-05-30
335,77,233,1,182,3,2025-02-28
336,967,146,10,42,1,2024-07-09
337,208,193,8,82,5,2024-09-13
338,140,288,2,58,5,2025-04-08
339,799,311,3,19,1,2025-05-26
340,789,247,4,169,3,2024-10-24
341,599,37,2,50,5,2025-05-31
342,112,171,7,124,4,2025-02-26
343,160,70,7,170,4,2024-09-03
344,109,367,1,159,1,2025-01-09
345,169,241,1,81,3,2025-04-22
346,461,101,8,104,3,2025-01-10
347,478,80,7,25,3,2025-05-11
348,322,470,8,4,5,2025-01-09
349,417,98,7,14,1,2024-06-30
350,124,3,3,128,4,2025-05-07
351,549,7,1,126,2,2025-04-26
352,367,442,10,127,4,2025-01-06
353,988,257,1,51,5,2025-05-26
354,789,374,2,165,4,2024-10-25
355,213,372,5,44,5,2024-06-27
356,463,192,5,19,1,2024-06-24
357,316,252,8,128,2,2025-01-31
358,475,208,4,90,3,2024-08-22
359,272,474,5,16,5,2025-06-10
360,873,213,1,58,1,2025-02-06
361,123,482,5,108,2,2025-03-14
362,93,203,4,23,1,2024-07-06
363,162,497,4,194,3,2024-10-25
364,827,381,8,148,4,2024-11-22
365,703,192,1,196,2,2024-11-22
366,312,197,1,170,4,2025-06-18
367,847,251,10,46,2,2025-01-20
368,722,158,7,12,1,2025-05-29
369,714,329,9,38,4,2024-09-11
370,618,302,8,178,2,2024-09-16
371,42,37,4,86,4,2024-06-28
372,221,210,1,160,4,2025-03-13
373,856,454,5,191,1,2024-09-30
374,878,20,6,150,2,2025-06-04
375,336,472,2,153,2,2024-11-21
376,152,64,10,185,2,2024-11-24
377,94,198,6,19,3,2025-02-09
378,729,478,8,152,5,2024-09-18
379,255,290,8,51,3,2024-09-29
380,992,84,9,133,1,2025-03-05
381,365,100,3,124,5,2024-07-17
382,406,391,6,50,1,2024-09-26
383,526,224,6,54,2,2025-03-01
384,51,491,9,118,5,2024-12-16
385,694,131,9,11,3,2024-12-23
386,307,395,3,49,3,2025-05-21
387,267,468,6,77,5,2025-05-22
388,840,385,6,188,5,2024-11-22
389,179,370,7,48,5,2024-12-11
390,32,179,3,76,4,2025-04-03
391,975,261,10,80,4,2025-05-09
392,415,364,7,71,2,2024-12-24
393,876,251,6,115,4,2025-05-14
394,464,326,8,74,5,2025-06-06
395,570,353,6,141,2,2024-07-12
396,767,189,5,156,5,2024-07-11
397,564,357,3,1,3,2024-06-19
398,256,30,8,200,4,2025-05-03
399,97,334,9,70,5,2025-04-17
400,474,198,7,127,3,2025-01-28
401,105,475,6,111,3,2025-04-21
402,824,218,7,7,1,2025-01-12
403,813,377,2,114,5,2025-01-15
404,144,127,10,192,2,2025-01-14
405,125,125,5,137,3,2025-05-29
406,13,245,3,107,4,2025-06-01
407,64,18,6,33,3,2025-03-01
408,851,472,6,199,1,2024-10-21
409,800,417,8,58,1,2025-06-11
410,228,186,8,81,1,2024-08-05
411,134,324,9,17,4,2024-11-10
412,203,362,3,2,2,2025-02-24
413,844,347,1,178,4,2024-06-18
414,411,15,6,121,4,2024-06-25
415,382,358,9,106,1,2024-08-17
416,703,341,3,83,2,2025-05-27
417,646,331,10,20,5,2025-05-17
418,961,76,6,200,4,2025-01-07
419,661,134,9,194,2,2025-01-22
420,87,310,3,156,3,2024-09-06
421,597,234,10,19,4,2025-03-27
422,601,484,3,121,4,2025-05-26
423,266,349,4,162,4,2024-10-01
424,940,76,7,9,1,2024-10-06
425,833,131,2,177,1,2024-06-21
426,77,127,7,143,2,2025-05-19
427,23,309,2,200,3,2024-07-03
428,67,297,9,92,5,2024-08-01
429,203,488,9,23,3,2024-10-06
430,925,340,1,124,2,2025-04-07
431,662,431,9,178,2,2024-08-31
432,455,83,2,62,2,2024-07-05
433,829,7,10,169,1,2024-10-10
434,132,60,1,43,1,2025-02-02
435,95,395,5,138,5,2025-01-26
436,927,48,9,152,1,2024-07-17
437,868,330,3,89,3,2024-12-01
438,850,365,4,21,4,2024-11-26
439,829,470,6,69,2,2025-02-01
440,340,197,8,91,1,2024-10-01
441,126,204,2,99,5,2025-05-25
442,44,362,6,50,2,2025-02-23
443,965,301,6,66,5,2024-10-02
444,473,499,9,10,2,2025-06-11
445,52,462,7,155,3,2024-11-27
446,173,42,9,19,5,2024-07-07
447,947,266,7,143,2,2024-06-18
448,588,466,4,91,5,2024-08-21
449,444,97,10,131,4,2025-04-29
450,842,449,6,1,2,2025-01-28
451,742,217,7,89,2,2024-10-11
452,405,85,2,89,1,2024-07-10
453,509,425,4,140,1,2024-09-12
454,31,219,8,190,4,2024-11-29
455,392,130,3,21,5,2024-12-11
456,700,355,4,187,5,2024-06-28
457,437,155,1,189,2,2024-10-10
458,177,257,9,25,1,2025-03-30
459,363,496,2,83,2,2025-02-19
460,220,273,8,116,4,2025-03-18
461,931,338,3,67,2,2024-12-19
462,192,454,2,70,4,2025-04-24
463,282,196,5,184,3,2025-01-10
464,287,301,4,159,3,2024-07-30
465,457,158,7,101,5,2025-01-04
466,905,376,5,172,3,2025-02-10
467,153,211,4,94,2,2024-09-09
468,36,386,9,64,2,2024-07-20
469,629,449,2,155,1,2024-07-03
470,635,474,4,171,4,2024-08-18
471,632,373,1,30,2,2025-01-27
472,252,446,1,102,1,2024-08-07
473,663,46,1,13,1,2024-07-25
474,303,56,5,166,5,2024-10-25
475,511,326,2,126,4,2025-02-11
476,422,294,4,122,1,2025-04-25
477,904,398,3,1,5,2024-08-30
478,564,409,2,13,3,2025-03-16
479,491,177,2,73,2,2025-03-22
480,63,417,5,3,5,2025-03-26
481,90,74,8,151,4,2025-05-21
482,287,138,2,63,3,2025-05-03
483,393,384,7,4,1,2024-11-17
484,141,108,6,184,4,2024-07-28
485,430,477,7,80,2,2025-03-03
486,205,384,1,82,4,2024-12-29
487,659,204,10,80,5,2025-05-24
488,906,358,5,31,4,2025-03-15
489,817,158,6,139,2,2025-01-03
490,539,4,7,71,4,2025-01-13
491,256,87,6,5,3,2024-08-30
492,646,418,4,195,1,2025-03-30
493,822,252,5,64,2,2024-12-06
494,557,1,7,155,5,2025-01-26
495,814,50,10,183,3,2025-01-21
496,20,36,10,140,3,2025-03-16
497,392,397,8,39,3,2025-04-20
498,801,357,10,46,1,2025-01-28
499,731,214,10,21,1,2025-01-14
500,368,269,1,139,1,2025-02-02
501,492,214,8,7,3,2025-02-02
502,558,336,1,175,1,2025-02-23
503,801,148,8,54,1,2024-08-23
504,497,376,6,151,5,2024-07-18
505,353,221,6,98,1,2024-06-24
506,935,88,1,101,5,2024-08-01
507,580,91,5,197,3,2024-09-21
508,515,192,8,42,5,2025-01-25
509,330,96,7,197,3,2025-05-11
510,398,361,9,190,2,2025-03-13
511,277,69,2,188,2,2024-10-02
512,185,102,7,11,4,2024-10-03
513,27,250,10,62,2,2025-02-27
514,327,94,10,132,2,2024-12-05
515,612,258,6,96,1,2025-05-02
516,225,486,8,140,1,2025-03-04
517,31,57,1,142,2,2024-09-23
518,918,231,7,103,4,2024-12-30
519,831,291,1,176,1,2024-10-13
520,798,417,8,72,4,2025-04-16
521,288,109,2,161,2,2025-03-14
522,60,96,8,178,2,2025-04-18
523,829,103,5,191,2,2025-01-21
524,484,31,9,6,3,2024-08-25
525,543,384,2,169,1,2024-06-23
526,367,94,2,114,2,2025-03-06
527,786,415,4,137,5,2024-09-06
528,599,389,2,139,2,2025-04-21
529,239,99,8,4,1,2025-01-05
530,998,133,7,39,2,2024-12-25
531,164,462,6,101,3,2024-09-14
532,103,447,4,83,2,2024-10-10
533,254,210,10,41,3,2024-09-05
534,673,226,8,156,2,2025-01-10
535,247,321,1,179,4,2025-06-18
536,273,468,6,87,3,2025-02-03
537,547,320,5,24,2,2025-02-14
538,836,56,9,98,5,2024-08-29
539,811,445,8,73,1,2025-01-21
540,940,326,4,178,4,2025-03-20
541,755,86,10,112,5,2025-02-20
542,58,41,7,182,2,2025-03-18
543,783,151,2,154,5,2025-03-07
544,971,44,1,53,1,2024-09-07
545,225,194,3,53,5,2024-11-23
546,590,64,10,185,1,2025-05-11
547,867,142,1,61,4,2024-11-30
548,817,33,9,88,4,2025-01-23
549,398,176,8,185,2,2025-03-18
550,364,16,2,107,1,2025-01-15
551,958,300,9,34,4,2025-03-03
552,860,121,3,52,4,2024-11-06
553,866,245,8,15,5,2024-10-03
554,178,249,5,49,4,2024-10-16
555,181,345,10,155,5,2024-10-14
556,243,390,7,120,4,2024-08-11
557,607,52,9,77,3,2024-10-02
558,326,5,1,68,1,2024-11-05
559,826,32,5,6,2,2025-02-01
560,756,137,10,129,2,2024-11-29
561,715,385,2,130,1,2025-01-30
562,368,490,9,14,3,2025-05-17
563,936,4,8,196,3,2024-12-27
564,606,341,3,197,3,2025-04-24
565,29,299,8,111,3,2025-04-22
566,721,405,5,125,1,2024-07-23
567,718,22,3,11,1,2024-10-08
568,361,50,1,130,4,2024-11-03
569,971,109,5,185,1,2025-02-19
570,582,268,10,155,4,2025-01-22
571,578,406,6,143,4,2025-01-18
572,146,4,7,124,3,2025-03-26
573,577,193,2,11,5,2025-03-11
574,972,309,3,153,4,2024-08-09
575,193,267,2,44,1,2024-08-15
576,857,493,4,11,1,2024-11-26
577,830,390,8,174,5,2024-11-26
578,903,137,8,184,3,2024-12-13
579,994,478,4,31,3,2024-12-02
580,505,249,1,154,3,2025-01-16
581,556,243,7,180,5,2025-01-05
582,317,388,3,158,1,2024-10-19
583,180,173,7,24,1,2025-04-10
584,503,310,1,139,3,2025-03-02
585,39,220,5,186,1,2024-10-25
586,93,173,3,178,4,2025-02-01
587,58,190,4,162,4,2024-10-29
588,239,350,6,73,3,2024-10-21
589,617,456,10,57,2,2024-10-17
590,225,176,8,21,5,2024-09-09
591,21,162,4,24,4,2024-10-30
592,540,419,8,52,2,2024-09-27
593,490,123,2,175,5,2025-03-17
594,1,482,2,38,1,2025-06-09
595,340,185,3,100,5,2025-05-25
596,940,341,3,97,2,2025-03-31
597,629,205,3,26,3,2024-08-29
598,207,194,10,25,1,2025-06-13
599,826,313,10,86,1,2024-12-02
600,134,30,1,138,3,2024-10-25
601,349,500,8,71,1,2024-11-04
602,735,183,8,142,3,2024-08-15
603,182,448,6,87,1,2024-11-15
604,941,170,7,144,5,2025-01-14
605,822,413,1,13,4,2024-08-20
606,865,52,9,88,5,2025-06-03
607,890,2,6,42,5,2025-05-27
608,332,234,9,103,4,2025-05-15
609,61,446,2,62,1,2025-05-12
610,23,358,7,48,2,2025-02-07
611,152,206,8,169,1,2024-06-20
612,601,372,1,31,3,2024-12-08
613,722,428,5,29,2,2024-10-15
614,940,455,7,153,3,2025-02-10
615,146,474,9,168,3,2025-03-16
616,793,72,7,104,2,2024-10-17
617,114,14,2,9,2,2025-02-17
618,867,309,2,76,2,2024-06-22
619,539,63,2,117,2,2025-02-01
620,882,445,5,176,5,2025-04-26
621,374,272,6,173,1,2024-07-19
622,984,144,8,41,3,2024-06-29
623,75,487,7,38,5,2024-07-21
624,383,359,9,5,5,2025-01-30
625,722,385,4,81,2,2025-03-26
626,965,418,3,58,4,2025-06-14
627,679,128,2,154,4,2024-06-24
628,406,189,1,121,3,2025-05-02
629,601,232,3,174,2,2024-08-28
630,104,317,2,2,3,2024-06-26
631,345,352,10,122,3,2024-12-26
632,310,338,3,123,1,2024-08-17
633,331,446,4,70,3,2024-06-19
634,140,244,8,94,4,2025-01-10
635,1000,264,9,183,4,2025-03-21
636,162,212,6,72,2,2024-11-11
637,750,339,9,76,3,2025-04-06
638,972,97,5,123,2,2025-05-17
639,448,2,8,186,5,2025-06-14
640,811,327,2,179,3,2025-02-25
641,655,491,3,15,1,2024-10-05
642,984,483,10,137,1,2025-05-18
643,499,417,7,174,1,2024-10-08
644,665,165,2,174,1,2025-01-13
645,325,9,9,198,3,2024-08-28
646,179,325,1,36,2,2024-06-19
647,725,185,4,164,3,2025-06-03
648,992,448,4,51,3,2024-09-13
649,576,24,3,21,5,2025-02-27
650,711,497,5,114,4,2025-02-11
651,911,414,3,193,2,2024-08-28
652,952,377,7,17,4,2024-07-14
653,629,167,1,75,4,2025-04-22
654,806,348,6,100,5,2024-11-01
655,366,228,1,191,5,2025-03-30
656,229,120,9,19,5,2024-10-05
657,682,311,1,159,2,2024-09-09
658,604,249,2,147,4,2024-07-26
659,835,205,9,87,1,2025-03-20
660,180,379,5,187,2,2024-07-24
661,388,314,10,63,1,2025-01-18
662,315,407,9,148,4,2025-05-20
663,752,42,1,70,3,2024-12-10
664,706,179,5,108,5,2024-12-12
665,302,220,3,125,5,2024-07-31
666,131,481,6,100,1,2025-02-15
667,182,477,4,105,2,2025-05-03
668,747,483,8,34,1,2024-11-23
669,2,477,4,105,3,2024-07-05
670,972,244,4,47,3,2025-03-25
671,719,338,8,64,5,2025-03-22
672,972,439,8,84,5,2024-12-28
673,587,359,8,180,1,2024-10-06
674,401,464,4,195,5,2025-04-11
675,872,52,2,148,4,2025-05-26
676,790,376,3,97,1,2025-02-09
677,989,198,7,1,5,2024-11-08
678,582,151,9,94,4,2025-06-11
679,34,311,9,60,1,2025-06-01
680,187,100,2,4,3,2024-11-01
681,617,365,3,36,2,2025-01-24
682,326,74,3,192,2,2024-07-17
683,944,446,9,99,5,2024-08-29
684,829,267,3,19,2,2025-03-31
685,991,449,2,190,3,2025-03-06
686,627,293,8,137,3,2024-12-11
687,227,402,9,78,3,2025-05-20
688,655,439,2,5,3,2024-12-10
689,580,367,10,34,5,2025-03-25
690,107,259,3,96,2,2025-03-20
691,960,17,4,125,1,2025-02-20
692,509,66,7,143,3,2024-12-17
693,145,255,6,115,3,2024-11-21
694,340,408,4,2,5,2025-06-18
695,764,45,5,56,4,2025-05-02
696,80,155,7,100,4,2024-07-31
697,244,427,1,133,3,2024-10-31
698,356,345,7,103,4,2025-03-26
699,328,281,1,13,4,2024-08-11
700,172,448,6,85,5,2024-11-22
701,652,240,7,14,5,2024-08-10
702,907,87,1,101,1,2025-02-23
703,987,459,4,61,1,2024-09-03
704,91,229,6,11,2,2025-04-22
705,842,489,7,102,4,2024-11-17
706,726,60,8,102,5,2025-03-25
707,687,247,10,62,5,2025-01-22
708,655,340,4,112,2,2024-11-04
709,747,277,3,3,1,2024-11-04
710,908,124,8,95,3,2025-04-07
711,344,125,10,12,3,2025-01-06
712,458,109,9,34,4,2024-12-14
713,12,88,7,188,4,2024-11-08
714,272,386,3,136,2,2024-10-27
715,215,484,4,165,4,2024-11-22
716,256,338,10,23,3,2025-04-08
717,710,359,9,166,3,2024-06-27
718,70,46,5,163,1,2025-04-08
719,359,55,8,110,1,2025-04-10
720,263,223,2,69,4,2024-07-06
721,806,367,7,3,1,2024-10-11
722,111,15,10,160,5,2024-11-14
723,738,83,1,140,5,2024-08-30
724,2,476,7,151,3,2025-01-24
725,50,476,2,31,5,2024-09-04
726,396,168,9,3,5,2024-08-12
727,449,463,2,56,4,2025-03-18
728,751,197,3,151,1,2025-02-07
729,430,393,1,12,1,2025-04-05
730,993,144,6,152,3,2024-07-11
731,171,113,5,31,2,2025-01-17
732,906,369,7,43,2,2025-04-10
733,424,132,5,16,1,2024-07-29
